 1   2      0.4803856243E-05      0.1026059468E-04      0.4096444490E-05
 2   2      0.1172490140E-05      0.3313440394E-05      0.1685677260E-05
 3   2      0.2648363066E-06      0.1426156771E-05      0.9902692057E-06
 4   2      0.8466887586E-06      0.3370300708E-07      0.7535188040E-06
 0   3      0.1122392002E-04      0.3320018231E-06      0.2788997727E-04
 1   3      0.7908626831E-06      0.2977491628E-05      0.3659581488E-05
 2   3      0.5654248904E-07      0.9809037920E-06      0.1372755945E-05
 3   3      0.7149968595E-07      0.4299118236E-06      0.7015504159E-06
 4   3      0.2838948233E-06      0.4760516977E-08      0.2454968155E-06
 0   4      0.4478104333E-04      0.1126364451E-06      0.4635248604E-04
 1   4      0.4369756995E-05      0.6615756602E-05      0.3988997506E-05
 2   4      0.1400497003E-05      0.2113925663E-05      0.1273999245E-05
 3   4      0.5182209055E-06      0.9065337061E-06      0.4645679842E-06
 4   4      0.4297486226E-06      0.1870649284E-07      0.4177842521E-06
 0   0      0.1457376864E-04      0.9663235285E-05      0.9663235285E-05
 1   0      0.1523604189E-05      0.4621474896E-06      0.1175319625E-05
 2   0      0.6928398168E-06      0.1600664282E-06      0.5212218420E-06
 3   0      0.1573315931E-06      0.1057054514E-06      0.1453948689E-06
 4   0      0.5324026682E-06      0.5082779172E-06      0.3366564319E-06
 0   1      0.1523604189E-05      0.1175319625E-05      0.4621474896E-06
 1   1      0.1328857275E-06      0.5502907253E-07      0.5502907253E-07
 2   1      0.5955510183E-07      0.2055965558E-07      0.2179806094E-07
 3   1      0.8339571482E-08      0.1135644299E-07      0.5156188008E-08
 4   1      0.5869280545E-07      0.5846261867E-07      0.1688319970E-07
 0   2      0.6928398168E-06      0.5212218420E-06      0.1600664282E-06
 1   2      0.5955510183E-07      0.2179806094E-07      0.2055965558E-07
 2   2      0.2680293441E-07      0.7862952157E-08      0.7862952157E-08
 3   2      0.3582239523E-08      0.5903386443E-08      0.2010046301E-08
 4   2      0.2682166385E-07      0.2646583369E-07      0.5788589075E-08
 0   3      0.1573315931E-06      0.1453948689E-06      0.1057054514E-06
 1   3      0.8339571482E-08      0.5156188008E-08      0.1135644299E-07
 2   3      0.3582239523E-08      0.2010046301E-08      0.5903386443E-08
 3   3      0.7890353992E-09      0.1658770689E-08      0.1658770689E-08
 4   3      0.6757616783E-08      0.7015318289E-08      0.3598382866E-08
 0   4      0.5324026682E-06      0.3366564319E-06      0.5082779172E-06
 1   4      0.5869280545E-07      0.1688319970E-07      0.5846261867E-07
 2   4      0.2682166385E-07      0.5788589075E-08      0.2646583369E-07
 3   4      0.6757616783E-08      0.3598382866E-08      0.7015318289E-08
 4   4      0.1888953387E-07      0.1786793388E-07      0.1786793388E-07
 0   0      0.1079080979E-02      0.1372757471E-02      0.3841437259E-06
 1   0      0.1253622137E-03      0.1927683545E-03      0.1347402869E-05
 2   0      0.5245963277E-04      0.8591570351E-04      0.4949106332E-06
 3   0      0.1122392002E-04      0.2788997727E-04      0.3320018231E-06
 4   0      0.4478104333E-04      0.4635248604E-04      0.1126364451E-06
 0   1      0.1156795836E-03      0.3834181611E-04      0.1787455087E-03
 1   1      0.1029785353E-04      0.7662314262E-05      0.2393678602E-04
 2   1      0.4803856243E-05      0.4096444490E-05      0.1026059468E-04
 3   1      0.7908626831E-06      0.3659581488E-05      0.2977491628E-05
 4   1      0.4369756995E-05      0.3988997506E-05      0.6615756602E-05
 0   2      0.3484644913E-04      0.1011728428E-04      0.5650615195E-04
 1   2      0.2494377602E-05      0.3280589028E-05      0.7839544967E-05
 2   2      0.1172490140E-05      0.1685677260E-05      0.3313440394E-05
 3   2      0.5654248904E-07      0.1372755945E-05      0.9809037920E-06
 4   2      0.1400497003E-05      0.1273999245E-05      0.2113925663E-05
 0   3      0.1203278767E-04      0.1360707523E-05      0.2372931719E-04
 1   3      0.5405887476E-06      0.2004592587E-05      0.3437983221E-05
 2   3      0.2648363066E-06      0.9902692057E-06      0.1426156771E-05
 3   3      0.7149968595E-07      0.7015504159E-06      0.4299118236E-06
 4   3      0.5182209055E-06      0.4645679842E-06      0.9065337061E-06
 0   4      0.1324529626E-04      0.1183654686E-04      0.1906868931E-05
 1   4      0.1877374654E-05      0.1717668189E-05      0.6894147264E-07
 2   4      0.8466887586E-06      0.7535188040E-06      0.3370300708E-07
 3   4      0.2838948233E-06      0.2454968155E-06      0.4760516977E-08
 4   4      0.4297486226E-06      0.4177842521E-06      0.1870649284E-07
 0   0      0.3851486342E-04      0.4951781920E-04      0.2594720804E-06
 1   0      0.4240589047E-05      0.6753913690E-05      0.1007875394E-06
 2   0      0.1753528630E-05      0.3001388927E-05      0.4095393775E-07
 3   0      0.3141367609E-06      0.9341959359E-06      0.2173220846E-07
 4   0      0.1666775511E-05      0.1730005007E-05      0.2659364027E-08
 0   1      0.3078088679E-05      0.1483344321E-06      0.6587546361E-05
 1   1      0.1592443782E-06      0.5188510044E-06      0.8632013114E-06
 2   1      0.7916254955E-07      0.2569298463E-06      0.3683055384E-06
 3   1      0.1143830449E-07      0.1791780162E-06      0.1024612448E-06
 4   1      0.1306796049E-06      0.1153203864E-06      0.2499992430E-06
 0   2      0.8417743589E-06      0.1083575775E-06      0.2165547303E-05
 1   2      0.1078997517E-07      0.2105454763E-06      0.2980855838E-06
 2   2      0.7249646882E-08      0.1023011377E-06      0.1257122584E-06
 3   2      0.1264010540E-07      0.6733780498E-07      0.3659585574E-07
 4   2      0.3991267248E-07      0.3478415171E-07      0.8204662985E-07
 0   3      0.2379633406E-06      0.1867467578E-06      0.9581675509E-06
 1   3      0.1733444575E-07      0.1185773397E-06      0.1392347337E-06
 2   3      0.6688071747E-08      0.5660984906E-07      0.5790016632E-07
 3   3      0.9286948334E-08      0.3433329839E-07      0.1755805564E-07
 4   3      0.1349174486E-07      0.1130051297E-07      0.3650931135E-07
 0   4      0.4725976899E-06      0.4643020606E-06      0.4503651744E-07
 1   4      0.6568143222E-07      0.7122350909E-07      0.2305758539E-07
 2   4      0.2949105462E-07      0.3164441527E-07      0.7794784154E-08
 3   4      0.9615952572E-08      0.1110826018E-07      0.3772149200E-08
 4   4      0.1575488840E-07      0.1529058142E-07      0.2548412867E-08
 0   0      0.1365417697E-05      0.1777900876E-05      0.2089055317E-07
 1   0      0.1402517348E-06      0.2339874222E-06      0.5838464815E-08
 2   0      0.5703376779E-07      0.1035890875E-06      0.2453665179E-08
 3   0      0.7400376146E-08      0.3047009318E-07      0.1196991361E-08
 4   0      0.6205855717E-07      0.6460706990E-07      0.3777736168E-09
 0   1      0.6415385328E-07      0.4698553268E-07      0.2424902311E-06
 1   1      0.3278899121E-08      0.2891351363E-07      0.3099077007E-07
 2   1      0.1146180902E-08      0.1385380066E-07      0.1315008693E-07
 3   1      0.2103569480E-08      0.8433117128E-08      0.3470212262E-08
 4   1      0.3544679415E-08      0.2924370722E-08      0.9460165972E-08
 0   2      0.1263377895E-07      0.2394954748E-07      0.8315056336E-07
 1   2      0.2970546748E-08      0.1147246033E-07      0.1135432762E-07
 2   2      0.1225169172E-08      0.5433375646E-08      0.4777359073E-08
 3   2      0.1075819179E-08      0.3173608913E-08      0.1366082686E-08
 4   2      0.9814229077E-09      0.7733752394E-09      0.3191702770E-08
 0   3      0.2052079324E-09      0.1673723028E-07      0.3872983405E-07
 1   3      0.2192134840E-08      0.6230412349E-08      0.5645204781E-08
 2   3      0.9322274145E-09      0.2923231680E-08      0.2352827835E-08
 3   3      0.6195557455E-09      0.1618048909E-08      0.7175320351E-09
 4   3      0.2630100823E-09      0.1736770297E-09      0.1472444031E-08
 0   4      0.1686863441E-07      0.1839904582E-07      0.6434916199E-08
 1   4      0.2301002760E-08      0.2987574169E-08      0.1700859866E-08
 2   4      0.1028153974E-08      0.1343325838E-08      0.6622085230E-09
 3   4      0.3260343103E-09      0.5039551760E-09      0.2883944340E-09
 4   4      0.5759581127E-09      0.5571848106E-09      0.2280794421E-09
 0   0      0.1164135093E-07      0.6481020504E-08      0.9688079918E-08
 1   0      0.5880997669E-09      0.4307187477E-09      0.9228326564E-09
 2   0      0.2801644859E-09      0.2376755148E-09      0.4078847461E-09
 3   0      0.5626237743E-10      0.3036555623E-09      0.6751350716E-10
 4   0      0.5089724053E-09      0.4676631523E-09      0.3795576274E-09
 0   1      0.9271046324E-09      0.6215764432E-09      0.4688970868E-09
 1   1      0.1504211959E-10      0.7333825897E-10      0.4384623026E-10
 2   1      0.5485182513E-11      0.3540397008E-10      0.1659162548E-10
 3   1      0.2201317096E-10      0.3648021990E-10      0.1558570947E-11
 4   1      0.4625877855E-10      0.4517123374E-10      0.1870174427E-10
 0   2      0.4122963597E-09      0.2581089731E-09      0.1827952999E-09
 1   2      0.9695897877E-11      0.3865572031E-10      0.2043917951E-10
 2   2      0.3614901773E-11      0.1850188986E-10      0.7704435540E-11
 3   2      0.1058452397E-10      0.1769955862E-10      0.1426758060E-11
 4   2      0.2092742401E-10      0.2011479690E-10      0.6958957714E-11
 0   3      0.3957954167E-10      0.4098273414E-10      0.8109630719E-10
 1   3      0.1689104674E-10      0.1595409800E-10      0.4030555382E-11
 2   3      0.7454679253E-11      0.7055560280E-11      0.2691488752E-11
 3   3      0.5536066849E-11      0.5364002493E-11      0.8869066982E-15
 4   3      0.3570646674E-11      0.3873421804E-11      0.3486524403E-11
 0   4      0.4494593295E-09      0.2458819328E-09      0.4643384715E-09
 1   4      0.2896964153E-10      0.1099097701E-10      0.3686091790E-10
 2   4      0.1363852683E-10      0.6702647426E-11      0.1683214942E-10
 3   4      0.3370782489E-12      0.1003593791E-10      0.1432162198E-11
 4   4      0.1889163685E-10      0.1716460620E-10      0.1893383999E-10
 0   0      0.4320048123E-06      0.2698482070E-06      0.3126091819E-06
 1   0      0.3697225675E-07      0.3126878637E-08      0.3479436669E-07
 2   0      0.1696849991E-07      0.1008858312E-09      0.1541522081E-07
 3   0      0.2280655122E-08      0.6044655760E-08      0.3717413884E-08
 4   0      0.1690513725E-07      0.1591427887E-07      0.1141761594E-07
 0   1      0.4132512414E-07      0.3051566279E-07      0.1513030351E-07
 1   1      0.2344297045E-08      0.4948543682E-10      0.1666012510E-08
 2   1      0.1065279524E-08      0.9302495863E-10      0.6528807744E-09
 3   1      0.1323076405E-09      0.7097955216E-09      0.1291560219E-09
 4   1      0.1736916955E-08      0.1720224261E-08      0.5663694599E-09
 0   2      0.1867654126E-07      0.1330253286E-07      0.5528299157E-08
 1   2      0.1012863038E-08      0.1092892677E-09      0.6800788807E-09
 2   2      0.4648076273E-09      0.1025356918E-09      0.2604561683E-09
 3   2      0.7158057790E-10      0.3517180718E-09      0.6215871996E-10
 4   2      0.7911868651E-09      0.7746271247E-09      0.2009120280E-09
 0   3      0.3531182026E-08      0.3282557566E-08      0.3049990693E-08
 1   3      0.6307779027E-10      0.1225014032E-09      0.2609575752E-09
 2   3      0.3006109944E-10      0.6019636344E-10      0.1437287344E-09
 3   3      0.8856009578E-10      0.1058098180E-09      0.2920673410E-10
 4   3      0.1775911303E-09      0.1868945791E-09      0.1153277624E-09
 0   4      0.1608721038E-07      0.9684345147E-08      0.1580776258E-07
 1   4      0.1505168570E-08      0.1834541353E-09      0.1602139754E-08
 2   4      0.6927545467E-09      0.2473559098E-10      0.7269408523E-09
 3   4      0.1250393281E-09      0.1997544105E-09      0.1528515770E-09
 4   4      0.6100699367E-09      0.5680160554E-09      0.5906690712E-09
 0   0      0.1216366932E-07      0.8391321308E-08      0.8391321308E-08
 1   0      0.8637620571E-09      0.7171011326E-10      0.8344598700E-09
 2   0      0.3951646630E-09      0.4918707356E-11      0.3619036162E-09
 3   0      0.1359678957E-10      0.1840257070E-09      0.6733550990E-10
 4   0      0.4895003985E-09      0.4760394000E-09      0.3183504298E-09
 0   1      0.8637620571E-09      0.8344598700E-09      0.7171011326E-10
 1   1      0.5458365818E-11      0.4931973180E-11      0.4931973180E-11
 2   1      0.1834574624E-11      0.3341142473E-11      0.6487363895E-11
 3   1      0.1536037156E-10      0.1886590340E-10      0.5239686165E-11
 4   1      0.3995199175E-10      0.4326642004E-10      0.5006231486E-11
 0   2      0.3951646630E-09      0.3619036162E-09      0.4918707356E-11
 1   2      0.1834574624E-11      0.6487363895E-11      0.3341142473E-11
 2   2      0.7158441991E-12      0.3480984892E-11      0.3480984892E-11
 3   2      0.7142728941E-11      0.9553758342E-11      0.1994098259E-11
 4   2      0.1836637864E-10      0.1952011534E-10      0.6289517845E-12
 0   3      0.1359678957E-10      0.6733550990E-10      0.1840257070E-09
 1   3      0.1536037156E-10      0.5239686165E-11      0.1886590340E-10
 2   3      0.7142728941E-11      0.1994098259E-11      0.9553758342E-11
 3   3      0.4739151760E-11      0.2425281756E-11      0.2425281756E-11
 4   3      0.2129577530E-11      0.3147541484E-11      0.6548001144E-11
 0   4      0.4895003985E-09      0.3183504298E-09      0.4760394000E-09
 1   4      0.3995199175E-10      0.5006231486E-11      0.4326642004E-10
 2   4      0.1836637864E-10      0.6289517845E-12      0.1952011534E-10
 3   4      0.2129577530E-11      0.6548001144E-11      0.3147541484E-11
 4   4      0.1904943490E-10      0.1819910060E-10      0.1819910060E-10
 0   0      0.2974892086E-09      0.1850281425E-09      0.2450836017E-09
 1   0      0.5647148288E-11      0.1620461988E-10      0.1872992715E-10
 2   0      0.2949538283E-11      0.8216830988E-11      0.8012807771E-11
 3   0      0.4054190084E-11      0.9431522051E-11      0.2484449075E-12
 4   0      0.1375068127E-10      0.1310764301E-10      0.1015533219E-10
 0   1      0.1219267039E-10      0.1344488832E-10      0.6284090636E-12
 1   1      0.2932902076E-11      0.2649402115E-11      0.5291146248E-12
 2   1      0.1300719585E-11      0.1167531928E-11      0.3752750424E-12
 3   1      0.1055966380E-11      0.1011447378E-11      0.2437192814E-12
 4   1      0.8353036681E-12      0.9424473165E-12      0.1211908985E-12
 0   2      0.5480232805E-11      0.5367543750E-11      0.3769203390E-12
 1   2      0.1384884670E-11      0.1373853086E-11      0.1612783211E-12
 2   2      0.6079394118E-12      0.6082703194E-12      0.1367999525E-12
 3   2      0.4906498031E-12      0.4969169438E-12      0.7621986892E-13
 4   2      0.3822525822E-12      0.4183919109E-12      0.1571093810E-13
 0   3      0.2238892696E-11      0.1400839010E-12      0.5305846542E-11
 1   3      0.9630872369E-12      0.5467101096E-12      0.4268694149E-12
 2   3      0.4325506321E-12      0.2222144465E-12      0.2274081972E-12
 3   3      0.2273681144E-12      0.1305917118E-12      0.3746057185E-13
 4   3      0.2293309110E-13      0.1311863517E-13      0.2053672536E-12
 0   4      0.1269511481E-10      0.7595556718E-11      0.1314162543E-10
 1   4      0.5182385312E-12      0.4514393052E-12      0.7991041858E-12
 2   4      0.2498850446E-12      0.2478303906E-12      0.3635257723E-12
 3   4      0.9427648070E-13      0.3318826583E-12      0.2979981521E-13
 4   4      0.5601617948E-12      0.5237337633E-12      0.5576758311E-12
 0   0      0.5785842512E-11      0.4652404741E-11      0.4652404741E-11
 1   0      0.4031376379E-12      0.6120641266E-12      0.1135072177E-12
 2   0      0.1735026814E-12      0.2831713379E-12      0.3033327634E-13
 3   0      0.2225378849E-12      0.2791038019E-12      0.7201692045E-13
 4   0      0.3094796424E-12      0.3214024090E-12      0.2211000105E-12
 0   1      0.4031376379E-12      0.1135072177E-12      0.6120641266E-12
 1   1      0.1960489684E-12      0.9679503698E-13      0.9679503698E-13
 2   1      0.8872909625E-13      0.3845787821E-13      0.4931757757E-13
 3   1      0.4731651527E-13      0.2468935989E-13      0.1900648379E-13
 4   1      0.3039695915E-14      0.6780639623E-14      0.1805320958E-13
 0   2      0.1735026814E-12      0.3033327634E-13      0.2831713379E-12
 1   2      0.8872909625E-13      0.4931757757E-13      0.3845787821E-13
 2   2      0.3989470925E-13      0.1996102399E-13      0.1996102399E-13
 3   2      0.2145423406E-13      0.1247993420E-13      0.6997111746E-14
 4   2      0.9972448272E-15      0.2965040282E-14      0.8947158702E-14
 0   3      0.2225378849E-12      0.7201692045E-13      0.2791038019E-12
 1   3      0.4731651527E-13      0.1900648379E-13      0.2468935989E-13
 2   3      0.2145423406E-13      0.6997111746E-14      0.1247993420E-13
 3   3      0.8981272868E-14      0.2373032997E-14      0.2373032997E-14
 4   3      0.6743053109E-14      0.4436420993E-14      0.1055954923E-13
 0   4      0.3094796424E-12      0.2211000105E-12      0.3214024090E-12
 1   4      0.3039695915E-14      0.1805320958E-13      0.6780639623E-14
 2   4      0.9972448272E-15      0.8947158702E-14      0.2965040282E-14
 3   4      0.6743053109E-14      0.1055954923E-13      0.4436420993E-14
 4   4      0.1507984647E-13      0.1485311473E-13      0.1485311473E-13
 0   0      0.2974892086E-09      0.2450836017E-09      0.1850281425E-09
 1   0      0.1219267039E-10      0.6284090636E-12      0.1344488832E-10
 2   0      0.5480232805E-11      0.3769203390E-12      0.5367543750E-11
 3   0      0.2238892696E-11      0.5305846542E-11      0.1400839010E-12
 4   0      0.1269511481E-10      0.1314162543E-10      0.7595556718E-11
 0   1      0.5647148288E-11      0.1872992715E-10      0.1620461988E-10
 1   1      0.2932902076E-11      0.5291146248E-12      0.2649402115E-11
 2   1      0.1384884670E-11      0.1612783211E-12      0.1373853086E-11
 3   1      0.9630872369E-12      0.4268694149E-12      0.5467101096E-12
 4   1      0.5182385312E-12      0.7991041858E-12      0.4514393052E-12
 0   2      0.2949538283E-11      0.8012807771E-11      0.8216830988E-11
 1   2      0.1300719585E-11      0.3752750424E-12      0.1167531928E-11
 2   2      0.6079394118E-12      0.1367999525E-12      0.6082703194E-12
 3   2      0.4325506321E-12      0.2274081972E-12      0.2222144465E-12
 4   2      0.2498850446E-12      0.3635257723E-12      0.2478303906E-12
 0   3      0.4054190084E-11      0.2484449075E-12      0.9431522051E-11
 1   3      0.1055966380E-11      0.2437192814E-12      0.1011447378E-11
 2   3      0.4906498031E-12      0.7621986892E-13      0.4969169438E-12
 3   3      0.2273681144E-12      0.3746057185E-13      0.1305917118E-12
 4   3      0.9427648070E-13      0.2979981521E-13      0.3318826583E-12
 0   4      0.1375068127E-10      0.1015533219E-10      0.1310764301E-10
 1   4      0.8353036681E-12      0.1211908985E-12      0.9424473165E-12
 2   4      0.3822525822E-12      0.1571093810E-13      0.4183919109E-12
 3   4      0.2293309110E-13      0.2053672536E-12      0.1311863517E-13
 4   4      0.5601617948E-12      0.5576758311E-12      0.5237337633E-12
 0   0      0.1164135093E-07      0.9688079918E-08      0.6481020504E-08
 1   0      0.9271046324E-09      0.4688970868E-09      0.6215764432E-09
 2   0      0.4122963597E-09      0.1827952999E-09      0.2581089731E-09
 3   0      0.3957954167E-10      0.8109630719E-10      0.4098273414E-10
 4   0      0.4494593295E-09      0.4643384715E-09      0.2458819328E-09
 0   1      0.5880997669E-09      0.9228326564E-09      0.4307187477E-09
 1   1      0.1504211959E-10      0.4384623026E-10      0.7333825897E-10
 2   1      0.9695897877E-11      0.2043917951E-10      0.3865572031E-10
 3   1      0.1689104674E-10      0.4030555382E-11      0.1595409800E-10
 4   1      0.2896964153E-10      0.3686091790E-10      0.1099097701E-10
 0   2      0.2801644859E-09      0.4078847461E-09      0.2376755148E-09
 1   2      0.5485182513E-11      0.1659162548E-10      0.3540397008E-10
 2   2      0.3614901773E-11      0.7704435540E-11      0.1850188986E-10
 3   2      0.7454679253E-11      0.2691488752E-11      0.7055560280E-11
 4   2      0.1363852683E-10      0.1683214942E-10      0.6702647426E-11
 0   3      0.5626237743E-10      0.6751350716E-10      0.3036555623E-09
 1   3      0.2201317096E-10      0.1558570947E-11      0.3648021990E-10
 2   3      0.1058452397E-10      0.1426758060E-11      0.1769955862E-10
 3   3      0.5536066849E-11      0.8869066982E-15      0.5364002493E-11
 4   3      0.3370782489E-12      0.1432162198E-11      0.1003593791E-10
 0   4      0.5089724053E-09      0.3795576274E-09      0.4676631523E-09
 1   4      0.4625877855E-10      0.1870174427E-10      0.4517123374E-10
 2   4      0.2092742401E-10      0.6958957714E-11      0.2011479690E-10
 3   4      0.3570646674E-11      0.3486524403E-11      0.3873421804E-11
 4   4      0.1889163685E-10      0.1893383999E-10      0.1716460620E-10
 0   0      0.4320048123E-06      0.3126091819E-06      0.2698482070E-06
 1   0      0.4132512414E-07      0.1513030351E-07      0.3051566279E-07
 2   0      0.1867654126E-07      0.5528299157E-08      0.1330253286E-07
 3   0      0.3531182026E-08      0.3049990693E-08      0.3282557566E-08
 4   0      0.1608721038E-07      0.1580776258E-07      0.9684345147E-08
 0   1      0.3697225675E-07      0.3479436669E-07      0.3126878637E-08
 1   1      0.2344297045E-08      0.1666012510E-08      0.4948543682E-10
 2   1      0.1012863038E-08      0.6800788807E-09      0.1092892677E-09
 3   1      0.6307779027E-10      0.2609575752E-09      0.1225014032E-09
 4   1      0.1505168570E-08      0.1602139754E-08      0.1834541353E-09
 0   2      0.1696849991E-07      0.1541522081E-07      0.1008858312E-09
 1   2      0.1065279524E-08      0.6528807744E-09      0.9302495863E-10
 2   2      0.4648076273E-09      0.2604561683E-09      0.1025356918E-09
 3   2      0.3006109944E-10      0.1437287344E-09      0.6019636344E-10
 4   2      0.6927545467E-09      0.7269408523E-09      0.2473559098E-10
 0   3      0.2280655122E-08      0.3717413884E-08      0.6044655760E-08
 1   3      0.1323076405E-09      0.1291560219E-09      0.7097955216E-09
 2   3      0.7158057790E-10      0.6215871996E-10      0.3517180718E-09
 3   3      0.8856009578E-10      0.2920673410E-10      0.1058098180E-09
 4   3      0.1250393281E-09      0.1528515770E-09      0.1997544105E-09
 0   4      0.1690513725E-07      0.1141761594E-07      0.1591427887E-07
 1   4      0.1736916955E-08      0.5663694599E-09      0.1720224261E-08
 2   4      0.7911868651E-09      0.2009120280E-09      0.7746271247E-09
 3   4      0.1775911303E-09      0.1153277624E-09      0.1868945791E-09
 4   4      0.6100699367E-09      0.5906690712E-09      0.5680160554E-09
 0   0      0.3851486342E-04      0.2594720804E-06      0.4951781920E-04
 1   0      0.3078088679E-05      0.6587546361E-05      0.1483344321E-06
 2   0      0.8417743589E-06      0.2165547303E-05      0.1083575775E-06
 3   0      0.2379633406E-06      0.9581675509E-06      0.1867467578E-06
 4   0      0.4725976899E-06      0.4503651744E-07      0.4643020606E-06
 0   1      0.4240589047E-05      0.1007875394E-06      0.6753913690E-05
 1   1      0.1592443782E-06      0.8632013114E-06      0.5188510044E-06
 2   1      0.1078997517E-07      0.2980855838E-06      0.2105454763E-06
 3   1      0.1733444575E-07      0.1392347337E-06      0.1185773397E-06
 4   1      0.6568143222E-07      0.2305758539E-07      0.7122350909E-07
 0   2      0.1753528630E-05      0.4095393775E-07      0.3001388927E-05
 1   2      0.7916254955E-07      0.3683055384E-06      0.2569298463E-06
 2   2      0.7249646882E-08      0.1257122584E-06      0.1023011377E-06
 3   2      0.6688071747E-08      0.5790016632E-07      0.5660984906E-07
 4   2      0.2949105462E-07      0.7794784154E-08      0.3164441527E-07
 0   3      0.3141367609E-06      0.2173220846E-07      0.9341959359E-06
 1   3      0.1143830449E-07      0.1024612448E-06      0.1791780162E-06
 2   3      0.1264010540E-07      0.3659585574E-07      0.6733780498E-07
 3   3      0.9286948334E-08      0.1755805564E-07      0.3433329839E-07
 4   3      0.9615952572E-08      0.3772149200E-08      0.1110826018E-07
 0   4      0.1666775511E-05      0.2659364027E-08      0.1730005007E-05
 1   4      0.1306796049E-06      0.2499992430E-06      0.1153203864E-06
 2   4      0.3991267248E-07      0.8204662985E-07      0.3478415171E-07
 3   4      0.1349174486E-07      0.3650931135E-07      0.1130051297E-07
 4   4      0.1575488840E-07      0.2548412867E-08      0.1529058142E-07
 0   0      0.1365417697E-05      0.2089055317E-07      0.1777900876E-05
 1   0      0.6415385328E-07      0.2424902311E-06      0.4698553268E-07
 2   0      0.1263377895E-07      0.8315056336E-07      0.2394954748E-07
 3   0      0.2052079324E-09      0.3872983405E-07      0.1673723028E-07
 4   0      0.1686863441E-07      0.6434916199E-08      0.1839904582E-07
 0   1      0.1402517348E-06      0.5838464815E-08      0.2339874222E-06
 1   1      0.3278899121E-08      0.3099077007E-07      0.2891351363E-07
 2   1      0.2970546748E-08      0.1135432762E-07      0.1147246033E-07
 3   1      0.2192134840E-08      0.5645204781E-08      0.6230412349E-08
 4   1      0.2301002760E-08      0.1700859866E-08      0.2987574169E-08
 0   2      0.5703376779E-07      0.2453665179E-08      0.1035890875E-06
 1   2      0.1146180902E-08      0.1315008693E-07      0.1385380066E-07
 2   2      0.1225169172E-08      0.4777359073E-08      0.5433375646E-08
 3   2      0.9322274145E-09      0.2352827835E-08      0.2923231680E-08
 4   2      0.1028153974E-08      0.6622085230E-09      0.1343325838E-08
 0   3      0.7400376146E-08      0.1196991361E-08      0.3047009318E-07
 1   3      0.2103569480E-08      0.3470212262E-08      0.8433117128E-08
 2   3      0.1075819179E-08      0.1366082686E-08      0.3173608913E-08
 3   3      0.6195557455E-09      0.7175320351E-09      0.1618048909E-08
 4   3      0.3260343103E-09      0.2883944340E-09      0.5039551760E-09
 0   4      0.6205855717E-07      0.3777736168E-09      0.6460706990E-07
 1   4      0.3544679415E-08      0.9460165972E-08      0.2924370722E-08
 2   4      0.9814229077E-09      0.3191702770E-08      0.7733752394E-09
 3   4      0.2630100823E-09      0.1472444031E-08      0.1736770297E-09
 4   4      0.5759581127E-09      0.2280794421E-09      0.5571848106E-09
