TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I= 7,  J= 7,  SOLUTIONTIME=   0.90000,  DATAPACKING = POINT
   0.97654     0.88462     0.02621     0.02090     0.01818       4     4     1
   1.00000     0.88462     0.00959     0.01552     0.00758       4     4     1
   0.50000     0.97654     0.29626     0.20965     0.20398       4     4     1
   0.52346     0.97654     0.18603     0.13357     0.12013       4     4     1
   0.61538     0.97654    -0.01977    -0.01129    -0.02508       4     4     1
   0.75000     0.97654    -0.00565    -0.00465     0.00205       4     4     1
   0.88462     0.97654     0.02621     0.01818     0.02090       4     4     1
   0.97654     0.97654     0.00043    -0.00388    -0.00388       4     4     1
   1.00000     0.97654    -0.00626    -0.01151    -0.00769       4     4     1
   0.50000     1.00000     0.18126     0.12306     0.11754       4     4     1
   0.52346     1.00000     0.10982     0.07705     0.05360       4     4     1
   0.61538     1.00000    -0.01357    -0.00597    -0.03551       4     4     1
   0.75000     1.00000     0.00339     0.00151     0.01445       4     4     1
   0.88462     1.00000     0.00959     0.00758     0.01552       4     4     1
   0.97654     1.00000    -0.00626    -0.00769    -0.01151       4     4     1
   1.00000     1.00000    -0.00444    -0.01040    -0.01040       4     4     1
ZONE T= "IEL     3",  I= 7,  J= 7,  SOLUTIONTIME=   0.90000,  DATAPACKING = POINT
   0.00000     0.50000     0.01433     0.02164     0.01673       4     4     1
   0.02346     0.50000     0.00288     0.00836     0.00805       4     4     1
   0.11538     0.50000    -0.01795    -0.01379    -0.01646       4     4     1
   0.25000     0.50000    -0.00297    -0.00399    -0.00874       4     4     1
   0.38462     0.50000     0.04067     0.02510     0.04297       4     4     1
   0.47654     0.50000     0.08267     0.06822     0.07486       4     4     1
   0.50000     0.50000     0.09537     0.08563     0.07812       4     4     1
   0.00000     0.52346     0.00010     0.00598     0.00184       4     4     1
   0.02346     0.52346    -0.00578     0.00067    -0.00006       4     4     1
   0.11538     0.52346    -0.00315    -0.00079     0.00000       4     4     1
   0.25000     0.52346     0.00435     0.00099    -0.00207       4     4     1
   0.38462     0.52346     0.00996     0.00384     0.00858       4     4     1
   0.47654     0.52346     0.08637     0.06208     0.07001       4     4     1
   0.50000     0.52346     0.12783     0.09367     0.09985       4     4     1
   0.00000     0.61538    -0.02641    -0.02708    -0.02202       4     4     1
   0.02346     0.61538    -0.00498    -0.00414    -0.00490       4     4     1
   0.11538     0.61538     0.01042     0.01368     0.01170       4     4     1
   0.25000     0.61538    -0.02280    -0.01871    -0.01458       4     4     1
   0.38462     0.61538     0.09432     0.06620     0.05834       4     4     1
   0.47654     0.61538     0.36748     0.25240     0.25460       4     4     1
   0.50000     0.61538     0.47054     0.31849     0.33160       4     4     1
   0.00000     0.75000     0.00094    -0.00305     0.00382       4     4     1
   0.02346     0.75000     0.01189     0.00404     0.00718       4     4     1
   0.11538     0.75000    -0.01563    -0.01222    -0.01551       4     4     1
   0.25000     0.75000     0.09205     0.06781     0.06969       4     4     1
   0.38462     0.75000     0.54629     0.38564     0.39041       4     4     1
   0.47654     0.75000     0.86197     0.61473     0.60593       4     4     1
   0.50000     0.75000     0.90354     0.64901     0.63322       4     4     1
   0.00000     0.88462     0.06049     0.05787     0.04278       4     4     1
   0.02346     0.88462     0.01486     0.01045     0.01297       4     4     1
   0.11538     0.88462     0.08002     0.04581     0.05982       4     4     1
   0.25000     0.88462     0.54506     0.39382     0.38199       4     4     1
   0.38462     0.88462     0.90577     0.63690     0.63758       4     4     1
   0.47654     0.88462     0.79759     0.56568     0.56563       4     4     1
   0.50000     0.88462     0.69878     0.50729     0.49676       4     4     1
   0.00000     0.97654     0.08234     0.06939     0.04751       4     4     1
   0.02346     0.97654     0.06586     0.05594     0.04475       4     4     1
   0.11538     0.97654     0.34083     0.24156     0.23951       4     4     1
   0.25000     0.97654     0.87578     0.61698     0.61068       4     4     1
   0.38462     0.97654     0.79638     0.56638     0.58120       4     4     1
   0.47654     0.97654     0.40432     0.27580     0.28853       4     4     1
   0.50000     0.97654     0.29677     0.19062     0.19347       4     4     1
   0.00000     1.00000     0.08130     0.06205     0.04358       4     4     1
   0.02346     1.00000     0.09614     0.08075     0.06298       4     4     1
   0.11538     1.00000     0.44593     0.32359     0.30673       4     4     1
   0.25000     1.00000     0.92740     0.64671     0.64715       4     4     1
   0.38462     1.00000     0.69335     0.49805     0.52546       4     4     1
   0.47654     1.00000     0.28275     0.18761     0.20272       4     4     1
   0.50000     1.00000     0.20186     0.11059     0.11296       4     4     1
