TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I=11,  J=11,  SOLUTIONTIME=   1.39020,  DATAPACKING = POINT
   0.00000     0.00000    -0.00020     0.00018     0.00018       8     8     0
   0.00796     0.00000    -0.00019     0.00018     0.00018       8     8     0
   0.04099     0.00000    -0.00030     0.00031     0.00029       8     8     0
   0.09666     0.00000     0.00026    -0.00047    -0.00022       8     8     0
   0.16894     0.00000     0.00255    -0.00323    -0.00256       8     8     0
   0.25000     0.00000     0.01992    -0.02191    -0.02002       8     8     0
   0.33106     0.00000     0.06440    -0.07185    -0.06439       8     8     0
   0.40334     0.00000     0.10665    -0.12524    -0.10683       8     8     0
   0.45901     0.00000     0.12026    -0.15061    -0.12057       8     8     0
   0.49204     0.00000     0.11927    -0.15673    -0.11931       8     8     0
   0.50000     0.00000     0.11855    -0.15763    -0.11847       8     8     0
   0.00000     0.00796    -0.00019     0.00018     0.00018       8     8     0
   0.00796     0.00796    -0.00018     0.00016     0.00016       8     8     0
   0.04099     0.00796    -0.00023     0.00019     0.00025       8     8     0
   0.09666     0.00796     0.00039    -0.00062    -0.00025       8     8     0
   0.16894     0.00796     0.00319    -0.00386    -0.00251       8     8     0
   0.25000     0.00796     0.02275    -0.02489    -0.01944       8     8     0
   0.33106     0.00796     0.06878    -0.07685    -0.06267       8     8     0
   0.40334     0.00796     0.10908    -0.12870    -0.10406       8     8     0
   0.45901     0.00796     0.11989    -0.15136    -0.11768       8     8     0
   0.49204     0.00796     0.11743    -0.15593    -0.11685       8     8     0
   0.50000     0.00796     0.11635    -0.15645    -0.11617       8     8     0
   0.00000     0.04099    -0.00030     0.00029     0.00031       8     8     0
   0.00796     0.04099    -0.00023     0.00025     0.00019       8     8     0
   0.04099     0.04099     0.00013     0.00004     0.00004       8     8     0
   0.09666     0.04099     0.00122    -0.00099    -0.00054       8     8     0
   0.16894     0.04099     0.00583    -0.00610    -0.00239       8     8     0
   0.25000     0.04099     0.03317    -0.03641    -0.01623       8     8     0
   0.33106     0.04099     0.08512    -0.09692    -0.05376       8     8     0
   0.40334     0.04099     0.11827    -0.14264    -0.09224       8     8     0
   0.45901     0.04099     0.11901    -0.15423    -0.10704       8     8     0
   0.49204     0.04099     0.11166    -0.15296    -0.10800       8     8     0
   0.50000     0.04099     0.10944    -0.15212    -0.10781       8     8     0
   0.00000     0.09666     0.00026    -0.00022    -0.00047       8     8     0
   0.00796     0.09666     0.00039    -0.00025    -0.00062       8     8     0
   0.04099     0.09666     0.00122    -0.00054    -0.00099       8     8     0
   0.09666     0.09666     0.00315    -0.00180    -0.00180       8     8     0
   0.16894     0.09666     0.01047    -0.00880    -0.00326       8     8     0
   0.25000     0.09666     0.04941    -0.05063    -0.01154       8     8     0
   0.33106     0.09666     0.11229    -0.12501    -0.03811       8     8     0
   0.40334     0.09666     0.13673    -0.16614    -0.07186       8     8     0
   0.45901     0.09666     0.12166    -0.16332    -0.09036       8     8     0
   0.49204     0.09666     0.10622    -0.15341    -0.09528       8     8     0
   0.50000     0.09666     0.10229    -0.15061    -0.09605       8     8     0
   0.00000     0.16894     0.00255    -0.00256    -0.00323       8     8     0
   0.00796     0.16894     0.00319    -0.00251    -0.00386       8     8     0
   0.04099     0.16894     0.00583    -0.00239    -0.00610       8     8     0
   0.09666     0.16894     0.01047    -0.00326    -0.00880       8     8     0
   0.16894     0.16894     0.01903    -0.00960    -0.00960       8     8     0
   0.25000     0.16894     0.06487    -0.05857    -0.00775       8     8     0
   0.33106     0.16894     0.14409    -0.15096    -0.01654       8     8     0
   0.40334     0.16894     0.17118    -0.19872    -0.04370       8     8     0
   0.45901     0.16894     0.14147    -0.18567    -0.06914       8     8     0
   0.49204     0.16894     0.11451    -0.16648    -0.08079       8     8     0
   0.50000     0.16894     0.10812    -0.16167    -0.08313       8     8     0
   0.00000     0.25000     0.01992    -0.02002    -0.02191       8     8     0
   0.00796     0.25000     0.02275    -0.01944    -0.02489       8     8     0
   0.04099     0.25000     0.03317    -0.01623    -0.03641       8     8     0
   0.09666     0.25000     0.04941    -0.01154    -0.05063       8     8     0
   0.16894     0.25000     0.06487    -0.00775    -0.05857       8     8     0
   0.25000     0.25000     0.10759    -0.04625    -0.04625       8     8     0
   0.33106     0.25000     0.19471    -0.15317    -0.02011       8     8     0
   0.40334     0.25000     0.23633    -0.23144    -0.01851       8     8     0
   0.45901     0.25000     0.19908    -0.22645    -0.04255       8     8     0
   0.49204     0.25000     0.15796    -0.20202    -0.06116       8     8     0
   0.50000     0.25000     0.14843    -0.19607    -0.06525       8     8     0
   0.00000     0.33106     0.06440    -0.06439    -0.07185       8     8     0
   0.00796     0.33106     0.06878    -0.06267    -0.07685       8     8     0
   0.04099     0.33106     0.08512    -0.05376    -0.09692       8     8     0
   0.09666     0.33106     0.11229    -0.03811    -0.12501       8     8     0
   0.16894     0.33106     0.14409    -0.01654    -0.15096       8     8     0
   0.25000     0.33106     0.19471    -0.02011    -0.15317       8     8     0
   0.33106     0.33106     0.29295    -0.10783    -0.10783       8     8     0
   0.40334     0.33106     0.36561    -0.22288    -0.05367       8     8     0
   0.45901     0.33106     0.33887    -0.25945    -0.04192       8     8     0
   0.49204     0.33106     0.28490    -0.24810    -0.05196       8     8     0
   0.50000     0.33106     0.27069    -0.24400    -0.05509       8     8     0
   0.00000     0.40334     0.10665    -0.10683    -0.12524       8     8     0
   0.00796     0.40334     0.10908    -0.10406    -0.12870       8     8     0
   0.04099     0.40334     0.11827    -0.09224    -0.14264       8     8     0
   0.09666     0.40334     0.13673    -0.07186    -0.16614       8     8     0
   0.16894     0.40334     0.17118    -0.04370    -0.19872       8     8     0
   0.25000     0.40334     0.23633    -0.01851    -0.23144       8     8     0
   0.33106     0.40334     0.36561    -0.05367    -0.22288       8     8     0
   0.40334     0.40334     0.50745    -0.16019    -0.16019       8     8     0
   0.45901     0.40334     0.54528    -0.23862    -0.10723       8     8     0
   0.49204     0.40334     0.50977    -0.25785    -0.09087       8     8     0
   0.50000     0.40334     0.49554    -0.25939    -0.08881       8     8     0
   0.00000     0.45901     0.12026    -0.12057    -0.15061       8     8     0
   0.00796     0.45901     0.11989    -0.11768    -0.15136       8     8     0
   0.04099     0.45901     0.11901    -0.10704    -0.15423       8     8     0
   0.09666     0.45901     0.12166    -0.09036    -0.16332       8     8     0
   0.16894     0.45901     0.14147    -0.06914    -0.18567       8     8     0
   0.25000     0.45901     0.19908    -0.04255    -0.22645       8     8     0
   0.33106     0.45901     0.33887    -0.04192    -0.25945       8     8     0
   0.40334     0.45901     0.54528    -0.10723    -0.23862       8     8     0
   0.45901     0.45901     0.68194    -0.18787    -0.18787       8     8     0
   0.49204     0.45901     0.70713    -0.22589    -0.15754       8     8     0
   0.50000     0.45901     0.70439    -0.23210    -0.15167       8     8     0
   0.00000     0.49204     0.11927    -0.11931    -0.15673       8     8     0
   0.00796     0.49204     0.11743    -0.11685    -0.15593       8     8     0
   0.04099     0.49204     0.11166    -0.10800    -0.15296       8     8     0
   0.09666     0.49204     0.10622    -0.09528    -0.15341       8     8     0
   0.16894     0.49204     0.11451    -0.08079    -0.16648       8     8     0
   0.25000     0.49204     0.15796    -0.06116    -0.20202       8     8     0
   0.33106     0.49204     0.28490    -0.05196    -0.24810       8     8     0
   0.40334     0.49204     0.50977    -0.09087    -0.25785       8     8     0
   0.45901     0.49204     0.70713    -0.15754    -0.22589       8     8     0
