TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I= 7,  J= 7,  SOLUTIONTIME=   0.70000,  DATAPACKING = POINT
   0.25000     0.47654     0.11437     0.08244     0.07775       4     4     0
   0.38462     0.47654     0.56664     0.40023     0.39504       4     4     0
   0.47654     0.47654     0.87487     0.62428     0.62428       4     4     0
   0.50000     0.47654     0.91732     0.65845     0.65783       4     4     0
   0.00000     0.50000     0.01939     0.01852     0.01365       4     4     0
   0.02346     0.50000     0.01217     0.00739     0.01945       4     4     0
   0.11538     0.50000    -0.02098    -0.01762     0.00654       4     4     0
   0.25000     0.50000     0.17083     0.12592     0.11674       4     4     0
   0.38462     0.50000     0.66946     0.47049     0.45987       4     4     0
   0.47654     0.50000     0.91732     0.65783     0.65845       4     4     0
   0.50000     0.50000     0.92287     0.67277     0.67277       4     4     0
ZONE T= "IEL     2",  I= 7,  J= 7,  SOLUTIONTIME=   0.70000,  DATAPACKING = POINT
   0.50000     0.00000    -0.03810    -0.05226    -0.09859       4     4     0
   0.52346     0.00000     0.04004     0.00609     0.01066       4     4     0
   0.61538     0.00000     0.06612     0.05220     0.08104       4     4     0
   0.75000     0.00000     0.09879     0.08090     0.04854       4     4     0
   0.88462     0.00000     0.63790     0.42872     0.45513       4     4     0
   0.97654     0.00000     1.00934     0.74178     0.69822       4     4     0
   1.00000     0.00000     1.03418     0.79752     0.68171       4     4     0
   0.50000     0.02346     0.01199     0.00607    -0.03251       4     4     0
   0.52346     0.02346     0.03552     0.01124     0.00763       4     4     0
   0.61538     0.02346     0.00888     0.00120     0.01680       4     4     0
   0.75000     0.02346     0.18543     0.14468     0.12820       4     4     0
   0.88462     0.02346     0.78930     0.53881     0.56355       4     4     0
   0.97654     0.02346     1.01374     0.74521     0.69770       4     4     0
   1.00000     0.02346     0.96698     0.75259     0.64354       4     4     0
   0.50000     0.11538     0.05129     0.06661     0.04784       4     4     0
   0.52346     0.11538     0.00263     0.00980    -0.00223       4     4     0
   0.61538     0.11538     0.09213     0.05052     0.05072       4     4     0
   0.75000     0.11538     0.61825     0.44347     0.44915       4     4     0
   0.88462     0.11538     0.95589     0.67319     0.67799       4     4     0
   0.97654     0.11538     0.73203     0.52889     0.50703       4     4     0
   1.00000     0.11538     0.58716     0.44300     0.40685       4     4     0
   0.50000     0.25000     0.15083     0.10484     0.10626       4     4     0
   0.52346     0.25000     0.21714     0.16072     0.15999       4     4     0
   0.61538     0.25000     0.61580     0.44045     0.44371       4     4     0
   0.75000     0.25000     0.93135     0.64940     0.64993       4     4     0
   0.88462     0.25000     0.53761     0.39001     0.37616       4     4     0
   0.97654     0.25000     0.14799     0.09214     0.11159       4     4     0
   1.00000     0.25000     0.09772     0.03522     0.07711       4     4     0
   0.50000     0.38462     0.60447     0.40287     0.42263       4     4     0
   0.52346     0.38462     0.75372     0.52157     0.52729       4     4     0
   0.61538     0.38462     0.93497     0.66899     0.65836       4     4     0
   0.75000     0.38462     0.54303     0.38381     0.38823       4     4     0
   0.88462     0.38462     0.06140     0.04233     0.04532       4     4     0
   0.97654     0.38462    -0.03865    -0.02790    -0.03012       4     4     0
   1.00000     0.38462    -0.01815    -0.01582    -0.01629       4     4     0
   0.50000     0.47654     0.92502     0.65290     0.66992       4     4     0
   0.52346     0.47654     0.96154     0.67349     0.69135       4     4     0
   0.61538     0.47654     0.74274     0.52119     0.52433       4     4     0
   0.75000     0.47654     0.15843     0.11810     0.10739       4     4     0
   0.88462     0.47654    -0.04115    -0.03408    -0.02727       4     4     0
   0.97654     0.47654     0.01496     0.01858     0.01409       4     4     0
   1.00000     0.47654     0.01887     0.03403     0.01579       4     4     0
   0.50000     0.50000     0.96282     0.69161     0.70321       4     4     0
   0.52346     0.50000     0.93637     0.66297     0.68813       4     4     0
   0.61538     0.50000     0.62164     0.43252     0.44977       4     4     0
   0.75000     0.50000     0.10600     0.07899     0.05593       4     4     0
   0.88462     0.50000    -0.02780    -0.02191    -0.02080       4     4     0
   0.97654     0.50000     0.01793     0.01807     0.02570       4     4     0
   1.00000     0.50000     0.01412     0.02447     0.02031       4     4     0
ZONE T= "IEL     2",  I= 7,  J= 7,  SOLUTIONTIME=   0.70000,  DATAPACKING = POINT
   0.50000     0.50000     1.00565     0.72930     0.72930       4     4     1
   0.52346     0.50000     0.99107     0.70449     0.71916       4     4     1
   0.61538     0.50000     0.65839     0.45522     0.47560       4     4     1
   0.75000     0.50000     0.08363     0.06313     0.05545       4     4     1
   0.88462     0.50000    -0.03392    -0.02600    -0.02569       4     4     1
   0.97654     0.50000     0.03203     0.03010     0.02514       4     4     1
   1.00000     0.50000     0.02386     0.03541     0.01900       4     4     1
   0.50000     0.52346     0.99107     0.71916     0.70449       4     4     1
   0.52346     0.52346     0.91347     0.65128     0.65128       4     4     1
   0.61538     0.52346     0.51002     0.35225     0.36590       4     4     1
   0.75000     0.52346     0.04322     0.03362     0.02999       4     4     1
   0.88462     0.52346    -0.01541    -0.01293    -0.01221       4     4     1
   0.97654     0.52346     0.02966     0.02588     0.02136       4     4     1
   1.00000     0.52346     0.01592     0.02498     0.01172       4     4     1
   0.50000     0.61538     0.65839     0.47560     0.45522       4     4     1
   0.52346     0.61538     0.51002     0.36590     0.35225       4     4     1
   0.61538     0.61538     0.13648     0.09466     0.09466       4     4     1
   0.75000     0.61538    -0.01467    -0.01011    -0.00836       4     4     1
   0.88462     0.61538     0.01480     0.00983     0.01018       4     4     1
   0.97654     0.61538     0.01079     0.00669     0.00625       4     4     1
   1.00000     0.61538    -0.00192    -0.00121    -0.00232       4     4     1
   0.50000     0.75000     0.08363     0.05545     0.06313       4     4     1
   0.52346     0.75000     0.04322     0.02999     0.03362       4     4     1
   0.61538     0.75000    -0.01467    -0.00836    -0.01011       4     4     1
   0.75000     0.75000     0.00928     0.00547     0.00547       4     4     1
   0.88462     0.75000     0.00313     0.00339     0.00219       4     4     1
   0.97654     0.75000    -0.00833    -0.00734    -0.00511       4     4     1
   1.00000     0.75000    -0.00354    -0.00696    -0.00168       4     4     1
   0.50000     0.88462    -0.03392    -0.02569    -0.02600       4     4     1
   0.52346     0.88462    -0.01541    -0.01221    -0.01293       4     4     1
   0.61538     0.88462     0.01480     0.01018     0.00983       4     4     1
   0.75000     0.88462     0.00313     0.00219     0.00339       4     4     1
   0.88462     0.88462    -0.00544    -0.00391    -0.00391       4     4     1
   0.97654     0.88462     0.00084     0.00156    -0.00021       4     4     1
   1.00000     0.88462     0.00270     0.00342     0.00135       4     4     1
   0.50000     0.97654     0.03203     0.02514     0.03010       4     4     1
   0.52346     0.97654     0.02966     0.02136     0.02588       4     4     1
   0.61538     0.97654     0.01079     0.00625     0.00669       4     4     1
   0.75000     0.97654    -0.00833    -0.00511    -0.00734       4     4     1
   0.88462     0.97654     0.00084    -0.00021     0.00156       4     4     1
   0.97654     0.97654     0.00428     0.00336     0.00336       4     4     1
   1.00000     0.97654     0.00082     0.00263     0.00009       4     4     1
   0.50000     1.00000     0.02386     0.01900     0.03541       4     4     1
   0.52346     1.00000     0.01592     0.01172     0.02498       4     4     1
   0.61538     1.00000    -0.00192    -0.00232    -0.00121       4     4     1
   0.75000     1.00000    -0.00354    -0.00168    -0.00696       4     4     1
   0.88462     1.00000     0.00270     0.00135     0.00342       4     4     1
   0.97654     1.00000     0.00082     0.00009     0.00263       4     4     1
   1.00000     1.00000    -0.00130    -0.00046    -0.00046       4     4     1
ZONE T= "IEL     3",  I= 7,  J= 7,  SOLUTIONTIME=   0.70000,  DATAPACKING = POINT
   0.00000     0.50000    -0.03810    -0.09859    -0.05226       4     4     1
   0.02346     0.50000     0.01199    -0.03251     0.00607       4     4     1
   0.11538     0.50000     0.05129     0.04784     0.06661       4     4     1
   0.25000     0.50000     0.15083     0.10626     0.10484       4     4     1
   0.38462     0.50000     0.60447     0.42263     0.40287       4     4     1
   0.47654     0.50000     0.92502     0.66992     0.65290       4     4     1
   0.50000     0.50000     0.96282     0.70321     0.69161       4     4     1
   0.00000     0.52346     0.04004     0.01066     0.00609       4     4     1
   0.02346     0.52346     0.03552     0.00763     0.01124       4     4     1
   0.11538     0.52346     0.00263    -0.00223     0.00980       4     4     1
   0.25000     0.52346     0.21714     0.15999     0.16072       4     4     1
   0.38462     0.52346     0.75372     0.52729     0.52157       4     4     1
   0.47654     0.52346     0.96154     0.69135     0.67349       4     4     1
   0.50000     0.52346     0.93637     0.68813     0.66297       4     4     1
   0.00000     0.61538     0.06612     0.08104     0.05220       4     4     1
   0.02346     0.61538     0.00888     0.01680     0.00120       4     4     1
   0.11538     0.61538     0.09213     0.05072     0.05052       4     4     1
   0.25000     0.61538     0.61580     0.44371     0.44045       4     4     1
   0.38462     0.61538     0.93497     0.65836     0.66899       4     4     1
   0.47654     0.61538     0.74274     0.52433     0.52119       4     4     1
   0.50000     0.61538     0.62164     0.44977     0.43252       4     4     1
   0.00000     0.75000     0.09879     0.04854     0.08090       4     4     1
   0.02346     0.75000     0.18543     0.12820     0.14468       4     4     1
   0.11538     0.75000     0.61825     0.44915     0.44347       4     4     1
   0.25000     0.75000     0.93135     0.64993     0.64940       4     4     1
   0.38462     0.75000     0.54303     0.38823     0.38381       4     4     1
   0.47654     0.75000     0.15843     0.10739     0.11810       4     4     1
   0.50000     0.75000     0.10600     0.05593     0.07899       4     4     1
   0.00000     0.88462     0.63790     0.45513     0.42872       4     4     1
   0.02346     0.88462     0.78930     0.56355     0.53881       4     4     1
   0.11538     0.88462     0.95589     0.67799     0.67319       4     4     1
   0.25000     0.88462     0.53761     0.37616     0.39001       4     4     1
   0.38462     0.88462     0.06140     0.04532     0.04233       4     4     1
   0.47654     0.88462    -0.04115    -0.02727    -0.03408       4     4     1
   0.50000     0.88462    -0.02780    -0.02080    -0.02191       4     4     1
   0.00000     0.97654     1.00934     0.69822     0.74178       4     4     1
   0.02346     0.97654     1.01374     0.69770     0.74521       4     4     1
   0.11538     0.97654     0.73203     0.50703     0.52889       4     4     1
   0.25000     0.97654     0.14799     0.11159     0.09214       4     4     1
   0.38462     0.97654    -0.03865    -0.03012    -0.02790       4     4     1
   0.47654     0.97654     0.01496     0.01409     0.01858       4     4     1
   0.50000     0.97654     0.01793     0.02570     0.01807       4     4     1
   0.00000     1.00000     1.03418     0.68171     0.79752       4     4     1
   0.02346     1.00000     0.96698     0.64354     0.75259       4     4     1
   0.11538     1.00000     0.58716     0.40685     0.44300       4     4     1
   0.25000     1.00000     0.09772     0.07711     0.03522       4     4     1
   0.38462     1.00000    -0.01815    -0.01629    -0.01582       4     4     1
   0.47654     1.00000     0.01887     0.01579     0.03403       4     4     1
   0.50000     1.00000     0.01412     0.02031     0.02447       4     4     1
