TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I= 7,  J= 7,  SOLUTIONTIME=   1.00000,  DATAPACKING = POINT
   0.50000     0.00000    -0.00407    -0.00431    -0.00220       4     4     0
   0.52346     0.00000     0.00422     0.00147     0.00693       4     4     0
   0.61538     0.00000     0.00101     0.00282     0.00392       4     4     0
   0.75000     0.00000    -0.02392    -0.01590    -0.02484       4     4     0
   0.88462     0.00000    -0.00062    -0.00676    -0.00372       4     4     0
   0.97654     0.00000     0.03774     0.03393     0.03656       4     4     0
   1.00000     0.00000     0.04641     0.04955     0.04627       4     4     0
   0.50000     0.02346     0.00126     0.00187     0.00221       4     4     0
   0.52346     0.02346     0.00118     0.00030     0.00303       4     4     0
   0.61538     0.02346    -0.00381    -0.00340     0.00007       4     4     0
   0.75000     0.02346    -0.00532    -0.00256    -0.00413       4     4     0
   0.88462     0.02346     0.00918     0.00496     0.00335       4     4     0
   0.97654     0.02346     0.01729     0.01406     0.00875       4     4     0
   1.00000     0.02346     0.01691     0.01696     0.00859       4     4     0
   0.50000     0.11538     0.00383     0.00547     0.00084       4     4     0
   0.52346     0.11538    -0.00101     0.00115    -0.00393       4     4     0
   0.61538     0.11538     0.00317     0.00064     0.00231       4     4     0
   0.75000     0.11538     0.00688     0.00344     0.01164       4     4     0
   0.88462     0.11538    -0.01250    -0.00554    -0.01015       4     4     0
   0.97654     0.11538     0.01600     0.01236     0.00090       4     4     0
   1.00000     0.11538     0.03873     0.02587     0.01575       4     4     0
   0.50000     0.25000    -0.01468    -0.01514    -0.01190       4     4     0
   0.52346     0.25000     0.00136     0.00106    -0.00104       4     4     0
   0.61538     0.25000     0.00750     0.00997     0.00225       4     4     0
   0.75000     0.25000    -0.02272    -0.01874    -0.01857       4     4     0
   0.88462     0.25000     0.08788     0.06011     0.06379       4     4     0
   0.97654     0.25000     0.33496     0.23858     0.24510       4     4     0
   1.00000     0.25000     0.42714     0.30387     0.31269       4     4     0
   0.50000     0.38462    -0.01322    -0.01525    -0.00095       4     4     0
   0.52346     0.38462    -0.00325    -0.00657     0.00367       4     4     0
   0.61538     0.38462    -0.01767    -0.01169    -0.01353       4     4     0
   0.75000     0.38462     0.09002     0.06811     0.06193       4     4     0
   0.88462     0.38462     0.50674     0.35793     0.36068       4     4     0
   0.97654     0.38462     0.83547     0.57723     0.58787       4     4     0
   1.00000     0.38462     0.89606     0.61480     0.62682       4     4     0
   0.50000     0.47654     0.02196     0.02172     0.01592       4     4     0
   0.52346     0.47654    -0.00155    -0.00374     0.00343       4     4     0
   0.61538     0.47654     0.01340     0.00281     0.01377       4     4     0
   0.75000     0.47654     0.34978     0.25390     0.24173       4     4     0
   0.88462     0.47654     0.82350     0.58205     0.58453       4     4     0
   0.97654     0.47654     0.92224     0.66227     0.66252       4     4     0
   1.00000     0.47654     0.87810     0.64196     0.63125       4     4     0
   0.50000     0.50000     0.03711     0.03793     0.01915       4     4     0
   0.52346     0.50000     0.00159     0.00035     0.00278       4     4     0
   0.61538     0.50000     0.03943     0.01968     0.03403       4     4     0
   0.75000     0.50000     0.44789     0.32196     0.30637       4     4     0
   0.88462     0.50000     0.87590     0.61724     0.62170       4     4     0
   0.97654     0.50000     0.86024     0.63689     0.63392       4     4     0
   1.00000     0.50000     0.78069     0.60325     0.58269       4     4     0
ZONE T= "IEL     2",  I= 7,  J= 7,  SOLUTIONTIME=   1.00000,  DATAPACKING = POINT
   0.50000     0.50000     0.07823     0.06601     0.06601       4     4     1
   0.52346     0.50000     0.05725     0.03862     0.05905       4     4     1
   0.61538     0.50000     0.06436     0.03416     0.05795       4     4     1
   0.75000     0.50000     0.39135     0.28249     0.25886       4     4     1
   0.88462     0.50000     0.86262     0.61455     0.60344       4     4     1
   0.97654     0.50000     0.90776     0.66278     0.65203       4     4     1
   1.00000     0.50000     0.83369     0.62380     0.59963       4     4     1
   0.50000     0.52346     0.05725     0.05905     0.03862       4     4     1
   0.52346     0.52346     0.01385     0.01354     0.01354       4     4     1
   0.61538     0.52346     0.07122     0.03905     0.05867       4     4     1
   0.75000     0.52346     0.53171     0.37869     0.37236       4     4     1
   0.88462     0.52346     0.91895     0.65107     0.64363       4     4     1
   0.97654     0.52346     0.81214     0.59449     0.57453       4     4     1
   1.00000     0.52346     0.70474     0.53334     0.50038       4     4     1
   0.50000     0.61538     0.06436     0.05795     0.03416       4     4     1
   0.52346     0.61538     0.07122     0.05867     0.03905       4     4     1
   0.61538     0.61538     0.36669     0.25805     0.25805       4     4     1
   0.75000     0.61538     0.86683     0.60851     0.62255       4     4     1
   0.88462     0.61538     0.78996     0.55659     0.55657       4     4     1
   0.97654     0.61538     0.40264     0.28818     0.27705       4     4     1
   1.00000     0.61538     0.28859     0.20984     0.19858       4     4     1
   0.50000     0.75000     0.39135     0.25886     0.28249       4     4     1
   0.52346     0.75000     0.53171     0.37236     0.37869       4     4     1
   0.61538     0.75000     0.86683     0.62255     0.60851       4     4     1
   0.75000     0.75000     0.76336     0.53595     0.53595       4     4     1
   0.88462     0.75000     0.24758     0.17763     0.17735       4     4     1
   0.97654     0.75000    -0.00151    -0.01353     0.00194       4     4     1
   1.00000     0.75000    -0.00801    -0.03218    -0.00367       4     4     1
   0.50000     0.88462     0.86262     0.60344     0.61455       4     4     1
   0.52346     0.88462     0.91895     0.64363     0.65107       4     4     1
   0.61538     0.88462     0.78996     0.55657     0.55659       4     4     1
   0.75000     0.88462     0.24758     0.17735     0.17763       4     4     1
   0.88462     0.88462    -0.04527    -0.03067    -0.03067       4     4     1
   0.97654     0.88462    -0.02174    -0.01020    -0.01774       4     4     1
   1.00000     0.88462    -0.00274     0.00617    -0.00481       4     4     1
   0.50000     0.97654     0.90776     0.65203     0.66278       4     4     1
   0.52346     0.97654     0.81214     0.57453     0.59449       4     4     1
   0.61538     0.97654     0.40264     0.27705     0.28818       4     4     1
   0.75000     0.97654    -0.00151     0.00194    -0.01353       4     4     1
   0.88462     0.97654    -0.02174    -0.01774    -0.01020       4     4     1
   0.97654     0.97654     0.03149     0.03081     0.03081       4     4     1
   1.00000     0.97654     0.02160     0.03432     0.01787       4     4     1
   0.50000     1.00000     0.83369     0.59963     0.62380       4     4     1
   0.52346     1.00000     0.70474     0.50038     0.53334       4     4     1
   0.61538     1.00000     0.28859     0.19858     0.20984       4     4     1
   0.75000     1.00000    -0.00801    -0.00367    -0.03218       4     4     1
   0.88462     1.00000    -0.00274    -0.00481     0.00617       4     4     1
   0.97654     1.00000     0.02160     0.01787     0.03432       4     4     1
   1.00000     1.00000     0.00817     0.01507     0.01507       4     4     1
ZONE T= "IEL     3",  I= 7,  J= 7,  SOLUTIONTIME=   1.00000,  DATAPACKING = POINT
   0.00000     0.50000    -0.00407    -0.00220    -0.00431       4     4     1
   0.02346     0.50000     0.00126     0.00221     0.00187       4     4     1
   0.11538     0.50000     0.00383     0.00084     0.00547       4     4     1
   0.25000     0.50000    -0.01468    -0.01190    -0.01514       4     4     1
   0.38462     0.50000    -0.01322    -0.00095    -0.01525       4     4     1
   0.47654     0.50000     0.02196     0.01592     0.02172       4     4     1
   0.50000     0.50000     0.03711     0.01915     0.03793       4     4     1
   0.00000     0.52346     0.00422     0.00693     0.00147       4     4     1
   0.02346     0.52346     0.00118     0.00303     0.00030       4     4     1
   0.11538     0.52346    -0.00101    -0.00393     0.00115       4     4     1
   0.25000     0.52346     0.00136    -0.00104     0.00106       4     4     1
   0.38462     0.52346    -0.00325     0.00367    -0.00657       4     4     1
   0.47654     0.52346    -0.00155     0.00343    -0.00374       4     4     1
   0.50000     0.52346     0.00159     0.00278     0.00035       4     4     1
   0.00000     0.61538     0.00101     0.00392     0.00282       4     4     1
   0.02346     0.61538    -0.00381     0.00007    -0.00340       4     4     1
   0.11538     0.61538     0.00317     0.00231     0.00064       4     4     1
   0.25000     0.61538     0.00750     0.00225     0.00997       4     4     1
   0.38462     0.61538    -0.01767    -0.01353    -0.01169       4     4     1
   0.47654     0.61538     0.01340     0.01377     0.00281       4     4     1
   0.50000     0.61538     0.03943     0.03403     0.01968       4     4     1
   0.00000     0.75000    -0.02392    -0.02484    -0.01590       4     4     1
   0.02346     0.75000    -0.00532    -0.00413    -0.00256       4     4     1
   0.11538     0.75000     0.00688     0.01164     0.00344       4     4     1
   0.25000     0.75000    -0.02272    -0.01857    -0.01874       4     4     1
   0.38462     0.75000     0.09002     0.06193     0.06811       4     4     1
   0.47654     0.75000     0.34978     0.24173     0.25390       4     4     1
   0.50000     0.75000     0.44789     0.30637     0.32196       4     4     1
   0.00000     0.88462    -0.00062    -0.00372    -0.00676       4     4     1
   0.02346     0.88462     0.00918     0.00335     0.00496       4     4     1
   0.11538     0.88462    -0.01250    -0.01015    -0.00554       4     4     1
   0.25000     0.88462     0.08788     0.06379     0.06011       4     4     1
   0.38462     0.88462     0.50674     0.36068     0.35793       4     4     1
   0.47654     0.88462     0.82350     0.58453     0.58205       4     4     1
   0.50000     0.88462     0.87590     0.62170     0.61724       4     4     1
   0.00000     0.97654     0.03774     0.03656     0.03393       4     4     1
   0.02346     0.97654     0.01729     0.00875     0.01406       4     4     1
   0.11538     0.97654     0.01600     0.00090     0.01236       4     4     1
   0.25000     0.97654     0.33496     0.24510     0.23858       4     4     1
   0.38462     0.97654     0.83547     0.58787     0.57723       4     4     1
   0.47654     0.97654     0.92224     0.66252     0.66227       4     4     1
   0.50000     0.97654     0.86024     0.63392     0.63689       4     4     1
   0.00000     1.00000     0.04641     0.04627     0.04955       4     4     1
   0.02346     1.00000     0.01691     0.00859     0.01696       4     4     1
   0.11538     1.00000     0.03873     0.01575     0.02587       4     4     1
   0.25000     1.00000     0.42714     0.31269     0.30387       4     4     1
   0.38462     1.00000     0.89606     0.62682     0.61480       4     4     1
   0.47654     1.00000     0.87810     0.63125     0.64196       4     4     1
   0.50000     1.00000     0.78069     0.58269     0.60325       4     4     1
