TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I=11,  J=11,  SOLUTIONTIME=   0.35020,  DATAPACKING = POINT
   0.00000     0.00000    -0.00048     0.00027     0.00027       8     8     0
   0.00796     0.00000    -0.00049     0.00021    -0.00014       8     8     0
   0.04099     0.00000    -0.00080    -0.00073    -0.00091       8     8     0
   0.09666     0.00000     0.00453     0.00307     0.00341       8     8     0
   0.16894     0.00000     0.02749     0.01966     0.02017       8     8     0
   0.25000     0.00000     0.12311     0.08689     0.08667       8     8     0
   0.33106     0.00000     0.39096     0.27661     0.27580       8     8     0
   0.40334     0.00000     0.74720     0.52808     0.52909       8     8     0
   0.45901     0.00000     0.95736     0.67745     0.67669       8     8     0
   0.49204     0.00000     1.00029     0.70673     0.70764       8     8     0
   0.50000     0.00000     1.00040     0.70557     0.70880       8     8     0
   0.00000     0.00796    -0.00049    -0.00014     0.00021       8     8     0
   0.00796     0.00796     0.00005     0.00045     0.00045       8     8     0
   0.04099     0.00796     0.00091     0.00070     0.00076       8     8     0
   0.09666     0.00796     0.00524     0.00360     0.00373       8     8     0
   0.16894     0.00796     0.02989     0.02132     0.02129       8     8     0
   0.25000     0.00796     0.14173     0.10005     0.10012       8     8     0
   0.33106     0.00796     0.42932     0.30376     0.30347       8     8     0
   0.40334     0.00796     0.78322     0.55355     0.55410       8     8     0
   0.45901     0.00796     0.97302     0.68845     0.68758       8     8     0
   0.49204     0.00796     0.99913     0.70608     0.70653       8     8     0
   0.50000     0.00796     0.99503     0.70207     0.70428       8     8     0
   0.00000     0.04099    -0.00080    -0.00091    -0.00073       8     8     0
   0.00796     0.04099     0.00091     0.00076     0.00070       8     8     0
   0.04099     0.04099     0.00286     0.00216     0.00216       8     8     0
   0.09666     0.04099     0.01145     0.00782     0.00813       8     8     0
   0.16894     0.04099     0.05935     0.04217     0.04200       8     8     0
   0.25000     0.04099     0.23596     0.16675     0.16668       8     8     0
   0.33106     0.04099     0.59103     0.41797     0.41817       8     8     0
   0.40334     0.04099     0.91323     0.64569     0.64577       8     8     0
   0.45901     0.04099     0.99985     0.70712     0.70673       8     8     0
   0.49204     0.04099     0.95189     0.67310     0.67283       8     8     0
   0.50000     0.04099     0.93050     0.65763     0.65762       8     8     0
   0.00000     0.09666     0.00453     0.00341     0.00307       8     8     0
   0.00796     0.09666     0.00524     0.00373     0.00360       8     8     0
   0.04099     0.09666     0.01145     0.00813     0.00782       8     8     0
   0.09666     0.09666     0.04350     0.03066     0.03066       8     8     0
   0.16894     0.09666     0.16036     0.11332     0.11369       8     8     0
   0.25000     0.09666     0.46500     0.32903     0.32870       8     8     0
   0.33106     0.09666     0.85366     0.60333     0.60347       8     8     0
   0.40334     0.09666     0.99958     0.70708     0.70690       8     8     0
   0.45901     0.09666     0.88156     0.62320     0.62342       8     8     0
   0.49204     0.09666     0.73866     0.52243     0.52238       8     8     0
   0.50000     0.09666     0.69945     0.49540     0.49466       8     8     0
   0.00000     0.16894     0.02749     0.02017     0.01966       8     8     0
   0.00796     0.16894     0.02989     0.02129     0.02132       8     8     0
   0.04099     0.16894     0.05935     0.04200     0.04217       8     8     0
   0.09666     0.16894     0.16036     0.11369     0.11332       8     8     0
   0.16894     0.16894     0.42338     0.29906     0.29906       8     8     0
   0.25000     0.16894     0.81830     0.57883     0.57884       8     8     0
   0.33106     0.16894     0.99838     0.70584     0.70612       8     8     0
   0.40334     0.16894     0.81460     0.57609     0.57581       8     8     0
   0.45901     0.16894     0.54282     0.38380     0.38371       8     8     0
   0.49204     0.16894     0.38615     0.27301     0.27309       8     8     0
   0.50000     0.16894     0.35123     0.24868     0.24846       8     8     0
   0.00000     0.25000     0.12311     0.08667     0.08689       8     8     0
   0.00796     0.25000     0.14173     0.10012     0.10005       8     8     0
   0.04099     0.25000     0.23596     0.16668     0.16675       8     8     0
   0.09666     0.25000     0.46500     0.32870     0.32903       8     8     0
   0.16894     0.25000     0.81830     0.57884     0.57883       8     8     0
   0.25000     0.25000     0.99783     0.70533     0.70533       8     8     0
   0.33106     0.25000     0.77539     0.54852     0.54820       8     8     0
   0.40334     0.25000     0.42073     0.29731     0.29768       8     8     0
   0.45901     0.25000     0.20517     0.14519     0.14516       8     8     0
   0.49204     0.25000     0.12098     0.08547     0.08555       8     8     0
   0.50000     0.25000     0.10578     0.07412     0.07477       8     8     0
   0.00000     0.33106     0.39096     0.27580     0.27661       8     8     0
   0.00796     0.33106     0.42932     0.30347     0.30376       8     8     0
   0.04099     0.33106     0.59103     0.41817     0.41797       8     8     0
   0.09666     0.33106     0.85366     0.60347     0.60333       8     8     0
   0.16894     0.33106     0.99838     0.70612     0.70584       8     8     0
   0.25000     0.33106     0.77539     0.54820     0.54852       8     8     0
   0.33106     0.33106     0.38144     0.26974     0.26974       8     8     0
   0.40334     0.33106     0.13682     0.09674     0.09660       8     8     0
   0.45901     0.33106     0.04948     0.03498     0.03494       8     8     0
   0.49204     0.33106     0.02415     0.01708     0.01708       8     8     0
   0.50000     0.33106     0.02040     0.01429     0.01444       8     8     0
   0.00000     0.40334     0.74720     0.52909     0.52808       8     8     0
   0.00796     0.40334     0.78322     0.55410     0.55355       8     8     0
   0.04099     0.40334     0.91323     0.64577     0.64569       8     8     0
   0.09666     0.40334     0.99958     0.70690     0.70708       8     8     0
   0.16894     0.40334     0.81460     0.57581     0.57609       8     8     0
   0.25000     0.40334     0.42073     0.29768     0.29731       8     8     0
   0.33106     0.40334     0.13682     0.09660     0.09674       8     8     0
   0.40334     0.40334     0.03544     0.02517     0.02517       8     8     0
   0.45901     0.40334     0.00955     0.00667     0.00679       8     8     0
   0.49204     0.40334     0.00391     0.00282     0.00274       8     8     0
   0.50000     0.40334     0.00273     0.00242     0.00189       8     8     0
   0.00000     0.45901     0.95736     0.67669     0.67745       8     8     0
   0.00796     0.45901     0.97302     0.68758     0.68845       8     8     0
   0.04099     0.45901     0.99985     0.70673     0.70712       8     8     0
   0.09666     0.45901     0.88156     0.62342     0.62320       8     8     0
