TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I= 7,  J= 7,  SOLUTIONTIME=   0.50000,  DATAPACKING = POINT
   0.00000     0.00000     0.03426     0.04897     0.04897       4     4     0
   0.02346     0.00000     0.00030     0.01349     0.00877       4     4     0
   0.11538     0.00000    -0.02473    -0.02652    -0.03039       4     4     0
   0.25000     0.00000     0.03557     0.02728     0.03239       4     4     0
   0.38462     0.00000     0.06564     0.05766     0.06009       4     4     0
   0.47654     0.00000     0.13519     0.06876     0.09238       4     4     0
   0.50000     0.00000     0.17674     0.07785     0.11573       4     4     0
   0.00000     0.02346     0.00030     0.00877     0.01349       4     4     0
   0.02346     0.02346    -0.00988     0.00304     0.00304       4     4     0
   0.11538     0.02346    -0.00061    -0.00037    -0.00136       4     4     0
   0.25000     0.02346     0.01648     0.00790     0.00703       4     4     0
   0.38462     0.02346     0.03681     0.03840     0.03109       4     4     0
   0.47654     0.02346     0.21166     0.12830     0.15902       4     4     0
   0.50000     0.02346     0.30369     0.16929     0.22328       4     4     0
   0.00000     0.11538    -0.02473    -0.03039    -0.02652       4     4     0
   0.02346     0.11538    -0.00061    -0.00136    -0.00037       4     4     0
   0.11538     0.11538     0.00009     0.00850     0.00850       4     4     0
   0.25000     0.11538    -0.00635    -0.00957    -0.01209       4     4     0
   0.38462     0.11538     0.25624     0.18526     0.17489       4     4     0
   0.47654     0.11538     0.63312     0.44603     0.45768       4     4     0
   0.50000     0.11538     0.74990     0.51902     0.54510       4     4     0
   0.00000     0.25000     0.03557     0.03239     0.02728       4     4     0
   0.02346     0.25000     0.01648     0.00703     0.00790       4     4     0
   0.11538     0.25000    -0.00635    -0.01209    -0.00957       4     4     0
   0.25000     0.25000     0.27515     0.20333     0.20333       4     4     0
   0.38462     0.25000     0.80002     0.55702     0.56742       4     4     0
   0.47654     0.25000     0.94213     0.67429     0.65563       4     4     0
   0.50000     0.25000     0.89678     0.66081     0.62197       4     4     0
   0.00000     0.38462     0.06564     0.06009     0.05766       4     4     0
   0.02346     0.38462     0.03681     0.03109     0.03840       4     4     0
   0.11538     0.38462     0.25624     0.17489     0.18526       4     4     0
   0.25000     0.38462     0.80002     0.56742     0.55702       4     4     0
   0.38462     0.38462     0.85385     0.60537     0.60537       4     4     0
   0.47654     0.38462     0.51723     0.36185     0.37559       4     4     0
   0.50000     0.38462     0.40065     0.27882     0.29238       4     4     0
   0.00000     0.47654     0.13519     0.09238     0.06876       4     4     0
   0.02346     0.47654     0.21166     0.15902     0.12830       4     4     0
   0.11538     0.47654     0.63312     0.45768     0.44603       4     4     0
   0.25000     0.47654     0.94213     0.65563     0.67429       4     4     0
   0.38462     0.47654     0.51723     0.37559     0.36185       4     4     0
   0.47654     0.47654     0.11023     0.07094     0.07094       4     4     0
   0.50000     0.47654     0.05803     0.01378     0.03678       4     4     0
   0.00000     0.50000     0.17674     0.11573     0.07785       4     4     0
   0.02346     0.50000     0.30369     0.22328     0.16929       4     4     0
   0.11538     0.50000     0.74990     0.54510     0.51902       4     4     0
   0.25000     0.50000     0.89678     0.62197     0.66081       4     4     0
   0.38462     0.50000     0.40065     0.29238     0.27882       4     4     0
   0.47654     0.50000     0.05803     0.03678     0.01378       4     4     0
   0.50000     0.50000     0.03273    -0.00136    -0.00136       4     4     0
ZONE T= "IEL     2",  I= 7,  J= 7,  SOLUTIONTIME=   0.50000,  DATAPACKING = POINT
   0.50000     0.00000     0.10890     0.01343     0.07983       4     4     0
   0.52346     0.00000     0.21395     0.13704     0.13438       4     4     0
   0.61538     0.00000     0.72453     0.53973     0.49256       4     4     0
   0.75000     0.00000     0.96450     0.66234     0.69817       4     4     0
   0.88462     0.00000     0.35109     0.26329     0.24311       4     4     0
   0.97654     0.00000     0.04933     0.00246     0.05327       4     4     0
   1.00000     0.00000     0.09957    -0.01225     0.11615       4     4     0
   0.50000     0.02346     0.20951     0.09048     0.16664       4     4     0
   0.52346     0.02346     0.38570     0.25346     0.27617       4     4     0
   0.61538     0.02346     0.87182     0.63792     0.60387       4     4     0
   0.75000     0.02346     0.85355     0.59288     0.60656       4     4     0
   0.88462     0.02346     0.25217     0.18432     0.18022       4     4     0
   0.97654     0.02346     0.02827     0.00274     0.03053       4     4     0
   1.00000     0.02346     0.06971     0.00425     0.06918       4     4     0
   0.50000     0.11538     0.69312     0.46969     0.50903       4     4     0
   0.52346     0.11538     0.85648     0.59130     0.62268       4     4     0
   0.61538     0.11538     0.95979     0.68242     0.67959       4     4     0
   0.75000     0.11538     0.43447     0.31193     0.29862       4     4     0
   0.88462     0.11538     0.03869     0.01980     0.03447       4     4     0
   0.97654     0.11538     0.00336     0.01052    -0.00062       4     4     0
   1.00000     0.11538     0.01061     0.02731    -0.00702       4     4     0
   0.50000     0.25000     0.95784     0.69515     0.66362       4     4     0
   0.52346     0.25000     0.85757     0.61409     0.59504       4     4     0
   0.61538     0.25000     0.44790     0.31155     0.31674       4     4     0
   0.75000     0.25000     0.04647     0.03442     0.03893       4     4     0
   0.88462     0.25000    -0.00525    -0.00488    -0.00672       4     4     0
   0.97654     0.25000     0.01650     0.01354     0.01062       4     4     0
   1.00000     0.25000     0.00055     0.00714     0.00381       4     4     0
   0.50000     0.38462     0.40800     0.29233     0.29389       4     4     0
   0.52346     0.38462     0.28634     0.20556     0.20597       4     4     0
   0.61538     0.38462     0.03210     0.02254     0.02125       4     4     0
   0.75000     0.38462    -0.00867    -0.00712    -0.00836       4     4     0
   0.88462     0.38462     0.01041     0.00889     0.00800       4     4     0
   0.97654     0.38462    -0.00175    -0.00340    -0.00100       4     4     0
   1.00000     0.38462    -0.00338    -0.00737    -0.00313       4     4     0
   0.50000     0.47654     0.01824     0.00200     0.01006       4     4     0
   0.52346     0.47654    -0.00127    -0.00641    -0.00105       4     4     0
   0.61538     0.47654    -0.01386    -0.00720    -0.00711       4     4     0
   0.75000     0.47654     0.01625     0.01134     0.01126       4     4     0
   0.88462     0.47654     0.00019     0.00009     0.00039       4     4     0
   0.97654     0.47654    -0.01038    -0.00672    -0.00746       4     4     0
   1.00000     0.47654    -0.00399    -0.00302    -0.00409       4     4     0
   0.50000     0.50000     0.00501    -0.00619    -0.01662       4     4     0
   0.52346     0.50000    -0.00038    -0.00510    -0.01399       4     4     0
   0.61538     0.50000    -0.00190     0.00071     0.00294       4     4     0
