TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I= 7,  J= 7,  SOLUTIONTIME=   0.50000,  DATAPACKING = POINT
   0.75000     0.50000     0.00650     0.00401     0.01201       4     4     0
   0.88462     0.50000    -0.00292    -0.00164    -0.00560       4     4     0
   0.97654     0.50000    -0.00448    -0.00278    -0.00252       4     4     0
   1.00000     0.50000    -0.00039    -0.00129     0.00564       4     4     0
ZONE T= "IEL     2",  I= 7,  J= 7,  SOLUTIONTIME=   0.50000,  DATAPACKING = POINT
   0.50000     0.50000    -0.02628    -0.02308    -0.02308       4     4     1
   0.52346     0.50000    -0.02092    -0.01668    -0.01762       4     4     1
   0.61538     0.50000     0.00240     0.00284     0.00261       4     4     1
   0.75000     0.50000     0.01291     0.00854     0.00972       4     4     1
   0.88462     0.50000    -0.00666    -0.00401    -0.00572       4     4     1
   0.97654     0.50000    -0.00456    -0.00390    -0.00182       4     4     1
   1.00000     0.50000     0.00351     0.00005     0.00543       4     4     1
   0.50000     0.52346    -0.02092    -0.01762    -0.01668       4     4     1
   0.52346     0.52346    -0.01218    -0.00999    -0.00999       4     4     1
   0.61538     0.52346     0.00830     0.00636     0.00604       4     4     1
   0.75000     0.52346     0.00750     0.00500     0.00572       4     4     1
   0.88462     0.52346    -0.00560    -0.00368    -0.00443       4     4     1
   0.97654     0.52346    -0.00155    -0.00126    -0.00038       4     4     1
   1.00000     0.52346     0.00344     0.00153     0.00403       4     4     1
   0.50000     0.61538     0.00240     0.00261     0.00284       4     4     1
   0.52346     0.61538     0.00830     0.00604     0.00636       4     4     1
   0.61538     0.61538     0.01081     0.00717     0.00717       4     4     1
   0.75000     0.61538    -0.00260    -0.00165    -0.00180       4     4     1
   0.88462     0.61538    -0.00143    -0.00132    -0.00079       4     4     1
   0.97654     0.61538     0.00249     0.00212     0.00154       4     4     1
   1.00000     0.61538     0.00149     0.00213     0.00070       4     4     1
   0.50000     0.75000     0.01291     0.00972     0.00854       4     4     1
   0.52346     0.75000     0.00750     0.00572     0.00500       4     4     1
   0.61538     0.75000    -0.00260    -0.00180    -0.00165       4     4     1
   0.75000     0.75000    -0.00131    -0.00092    -0.00092       4     4     1
   0.88462     0.75000     0.00126     0.00094     0.00075       4     4     1
   0.97654     0.75000    -0.00016    -0.00029    -0.00002       4     4     1
   1.00000     0.75000    -0.00081    -0.00087    -0.00036       4     4     1
   0.50000     0.88462    -0.00666    -0.00572    -0.00401       4     4     1
   0.52346     0.88462    -0.00560    -0.00443    -0.00368       4     4     1
   0.61538     0.88462    -0.00143    -0.00079    -0.00132       4     4     1
   0.75000     0.88462     0.00126     0.00075     0.00094       4     4     1
   0.88462     0.88462    -0.00043    -0.00021    -0.00021       4     4     1
   0.97654     0.88462    -0.00045    -0.00030    -0.00044       4     4     1
   1.00000     0.88462     0.00031     0.00001     0.00009       4     4     1
   0.50000     0.97654    -0.00456    -0.00182    -0.00390       4     4     1
   0.52346     0.97654    -0.00155    -0.00038    -0.00126       4     4     1
   0.61538     0.97654     0.00249     0.00154     0.00212       4     4     1
   0.75000     0.97654    -0.00016    -0.00002    -0.00029       4     4     1
   0.88462     0.97654    -0.00045    -0.00044    -0.00030       4     4     1
   0.97654     0.97654     0.00045     0.00046     0.00046       4     4     1
   1.00000     0.97654     0.00022     0.00065     0.00016       4     4     1
   0.50000     1.00000     0.00351     0.00543     0.00005       4     4     1
   0.52346     1.00000     0.00344     0.00403     0.00153       4     4     1
   0.61538     1.00000     0.00149     0.00070     0.00213       4     4     1
   0.75000     1.00000    -0.00081    -0.00036    -0.00087       4     4     1
   0.88462     1.00000     0.00031     0.00009     0.00001       4     4     1
   0.97654     1.00000     0.00022     0.00016     0.00065       4     4     1
   1.00000     1.00000    -0.00050     0.00009     0.00009       4     4     1
ZONE T= "IEL     3",  I= 7,  J= 7,  SOLUTIONTIME=   0.50000,  DATAPACKING = POINT
   0.00000     0.50000     0.10890     0.07983     0.01343       4     4     1
   0.02346     0.50000     0.20951     0.16664     0.09048       4     4     1
   0.11538     0.50000     0.69312     0.50903     0.46969       4     4     1
   0.25000     0.50000     0.95784     0.66362     0.69515       4     4     1
   0.38462     0.50000     0.40800     0.29389     0.29233       4     4     1
   0.47654     0.50000     0.01824     0.01006     0.00200       4     4     1
   0.50000     0.50000     0.00501    -0.01662    -0.00619       4     4     1
   0.00000     0.52346     0.21395     0.13438     0.13704       4     4     1
   0.02346     0.52346     0.38570     0.27617     0.25346       4     4     1
   0.11538     0.52346     0.85648     0.62268     0.59130       4     4     1
   0.25000     0.52346     0.85757     0.59504     0.61409       4     4     1
   0.38462     0.52346     0.28634     0.20597     0.20556       4     4     1
   0.47654     0.52346    -0.00127    -0.00105    -0.00641       4     4     1
   0.50000     0.52346    -0.00038    -0.01399    -0.00510       4     4     1
   0.00000     0.61538     0.72453     0.49256     0.53973       4     4     1
   0.02346     0.61538     0.87182     0.60387     0.63792       4     4     1
   0.11538     0.61538     0.95979     0.67959     0.68242       4     4     1
   0.25000     0.61538     0.44790     0.31674     0.31155       4     4     1
   0.38462     0.61538     0.03210     0.02125     0.02254       4     4     1
   0.47654     0.61538    -0.01386    -0.00711    -0.00720       4     4     1
   0.50000     0.61538    -0.00190     0.00294     0.00071       4     4     1
   0.00000     0.75000     0.96450     0.69817     0.66234       4     4     1
   0.02346     0.75000     0.85355     0.60656     0.59288       4     4     1
   0.11538     0.75000     0.43447     0.29862     0.31193       4     4     1
   0.25000     0.75000     0.04647     0.03893     0.03442       4     4     1
   0.38462     0.75000    -0.00867    -0.00836    -0.00712       4     4     1
   0.47654     0.75000     0.01625     0.01126     0.01134       4     4     1
   0.50000     0.75000     0.00650     0.01201     0.00401       4     4     1
   0.00000     0.88462     0.35109     0.24311     0.26329       4     4     1
   0.02346     0.88462     0.25217     0.18022     0.18432       4     4     1
   0.11538     0.88462     0.03869     0.03447     0.01980       4     4     1
   0.25000     0.88462    -0.00525    -0.00672    -0.00488       4     4     1
   0.38462     0.88462     0.01041     0.00800     0.00889       4     4     1
   0.47654     0.88462     0.00019     0.00039     0.00009       4     4     1
   0.50000     0.88462    -0.00292    -0.00560    -0.00164       4     4     1
   0.00000     0.97654     0.04933     0.05327     0.00246       4     4     1
   0.02346     0.97654     0.02827     0.03053     0.00274       4     4     1
   0.11538     0.97654     0.00336    -0.00062     0.01052       4     4     1
   0.25000     0.97654     0.01650     0.01062     0.01354       4     4     1
   0.38462     0.97654    -0.00175    -0.00100    -0.00340       4     4     1
   0.47654     0.97654    -0.01038    -0.00746    -0.00672       4     4     1
   0.50000     0.97654    -0.00448    -0.00252    -0.00278       4     4     1
   0.00000     1.00000     0.09957     0.11615    -0.01225       4     4     1
   0.02346     1.00000     0.06971     0.06918     0.00425       4     4     1
   0.11538     1.00000     0.01061    -0.00702     0.02731       4     4     1
   0.25000     1.00000     0.00055     0.00381     0.00714       4     4     1
   0.38462     1.00000    -0.00338    -0.00313    -0.00737       4     4     1
   0.47654     1.00000    -0.00399    -0.00409    -0.00302       4     4     1
   0.50000     1.00000    -0.00039     0.00564    -0.00129       4     4     1
