TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I=11,  J=11,  SOLUTIONTIME=   1.60020,  DATAPACKING = POINT
   0.00000     0.00000     0.01317    -0.01320    -0.01320       8     8     0
   0.00796     0.00000     0.01562    -0.01445    -0.01565       8     8     0
   0.04099     0.00000     0.02760    -0.02168    -0.02760       8     8     0
   0.09666     0.00000     0.05480    -0.04303    -0.05482       8     8     0
   0.16894     0.00000     0.09346    -0.08065    -0.09359       8     8     0
   0.25000     0.00000     0.11680    -0.11271    -0.11689       8     8     0
   0.33106     0.00000     0.10999    -0.12100    -0.10996       8     8     0
   0.40334     0.00000     0.09120    -0.11543    -0.09116       8     8     0
   0.45901     0.00000     0.07530    -0.10775    -0.07514       8     8     0
   0.49204     0.00000     0.06611    -0.10253    -0.06583       8     8     0
   0.50000     0.00000     0.06414    -0.10139    -0.06386       8     8     0
   0.00000     0.00796     0.01562    -0.01565    -0.01445       8     8     0
   0.00796     0.00796     0.01841    -0.01708    -0.01708       8     8     0
   0.04099     0.00796     0.03185    -0.02510    -0.02964       8     8     0
   0.09666     0.00796     0.06119    -0.04745    -0.05741       8     8     0
   0.16894     0.00796     0.10030    -0.08437    -0.09624       8     8     0
   0.25000     0.00796     0.12120    -0.11332    -0.11925       8     8     0
   0.33106     0.00796     0.11170    -0.11915    -0.11181       8     8     0
   0.40334     0.00796     0.09152    -0.11317    -0.09242       8     8     0
   0.45901     0.00796     0.07486    -0.10562    -0.07606       8     8     0
   0.49204     0.00796     0.06539    -0.10053    -0.06671       8     8     0
   0.50000     0.00796     0.06340    -0.09945    -0.06474       8     8     0
   0.00000     0.04099     0.02760    -0.02760    -0.02168       8     8     0
   0.00796     0.04099     0.03185    -0.02964    -0.02510       8     8     0
   0.04099     0.04099     0.05160    -0.04039    -0.04039       8     8     0
   0.09666     0.04099     0.09025    -0.06628    -0.07102       8     8     0
   0.16894     0.04099     0.13244    -0.09986    -0.11153       8     8     0
   0.25000     0.04099     0.14522    -0.11593    -0.13511       8     8     0
   0.33106     0.04099     0.12552    -0.11130    -0.12629       8     8     0
   0.40334     0.04099     0.09876    -0.10279    -0.10353       8     8     0
   0.45901     0.04099     0.07825    -0.09541    -0.08442       8     8     0
   0.49204     0.04099     0.06726    -0.09086    -0.07389       8     8     0
   0.50000     0.04099     0.06504    -0.09004    -0.07167       8     8     0
   0.00000     0.09666     0.05480    -0.05482    -0.04303       8     8     0
   0.00796     0.09666     0.06119    -0.05741    -0.04745       8     8     0
   0.04099     0.09666     0.09025    -0.07102    -0.06628       8     8     0
   0.09666     0.09666     0.14427    -0.10119    -0.10119       8     8     0
   0.16894     0.09666     0.19647    -0.12919    -0.14800       8     8     0
   0.25000     0.09666     0.20554    -0.12287    -0.18182       8     8     0
   0.33106     0.09666     0.17727    -0.09630    -0.17929       8     8     0
   0.40334     0.09666     0.14078    -0.07955    -0.15169       8     8     0
   0.45901     0.09666     0.10900    -0.07203    -0.12300       8     8     0
   0.49204     0.09666     0.09077    -0.06924    -0.10577       8     8     0
   0.50000     0.09666     0.08700    -0.06911    -0.10186       8     8     0
   0.00000     0.16894     0.09346    -0.09359    -0.08065       8     8     0
   0.00796     0.16894     0.10030    -0.09624    -0.08437       8     8     0
   0.04099     0.16894     0.13244    -0.11153    -0.09986       8     8     0
   0.09666     0.16894     0.19647    -0.14800    -0.12919       8     8     0
   0.16894     0.16894     0.26124    -0.17757    -0.17757       8     8     0
   0.25000     0.16894     0.27636    -0.15070    -0.23314       8     8     0
   0.33106     0.16894     0.25747    -0.08992    -0.26387       8     8     0
   0.40334     0.16894     0.23512    -0.04730    -0.25775       8     8     0
   0.45901     0.16894     0.20651    -0.02717    -0.23188       8     8     0
   0.49204     0.16894     0.18381    -0.02130    -0.20910       8     8     0
   0.50000     0.16894     0.17851    -0.02128    -0.20292       8     8     0
   0.00000     0.25000     0.11680    -0.11689    -0.11271       8     8     0
   0.00796     0.25000     0.12120    -0.11925    -0.11332       8     8     0
   0.04099     0.25000     0.14522    -0.13511    -0.11593       8     8     0
   0.09666     0.25000     0.20554    -0.18182    -0.12287       8     8     0
   0.16894     0.25000     0.27636    -0.23314    -0.15070       8     8     0
   0.25000     0.25000     0.29127    -0.21289    -0.21289       8     8     0
   0.33106     0.25000     0.27368    -0.12887    -0.28399       8     8     0
   0.40334     0.25000     0.28262    -0.05269    -0.33129       8     8     0
   0.45901     0.25000     0.29663    -0.00187    -0.34932       8     8     0
   0.49204     0.25000     0.29992     0.02290    -0.34881       8     8     0
   0.50000     0.25000     0.30076     0.02686    -0.34689       8     8     0
   0.00000     0.33106     0.10999    -0.10996    -0.12100       8     8     0
   0.00796     0.33106     0.11170    -0.11181    -0.11915       8     8     0
   0.04099     0.33106     0.12552    -0.12629    -0.11130       8     8     0
