TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I=11,  J=11,  SOLUTIONTIME=   0.36020,  DATAPACKING = POINT
   0.00000     0.00000    -0.00036     0.00061     0.00061       8     8     0
   0.00796     0.00000    -0.00038     0.00047     0.00003       8     8     0
   0.04099     0.00000    -0.00097    -0.00085    -0.00111       8     8     0
   0.09666     0.00000     0.00245     0.00159     0.00183       8     8     0
   0.16894     0.00000     0.02060     0.01481     0.01530       8     8     0
   0.25000     0.00000     0.09661     0.06813     0.06818       8     8     0
   0.33106     0.00000     0.32988     0.23344     0.23243       8     8     0
   0.40334     0.00000     0.67765     0.47887     0.47981       8     8     0
   0.45901     0.00000     0.91779     0.64944     0.64887       8     8     0
   0.49204     0.00000     0.99079     0.70020     0.70079       8     8     0
   0.50000     0.00000     0.99847     0.70447     0.70718       8     8     0
   0.00000     0.00796    -0.00038     0.00003     0.00047       8     8     0
   0.00796     0.00796    -0.00006     0.00038     0.00038       8     8     0
   0.04099     0.00796     0.00057     0.00037     0.00043       8     8     0
   0.09666     0.00796     0.00352     0.00241     0.00256       8     8     0
   0.16894     0.00796     0.02185     0.01563     0.01558       8     8     0
   0.25000     0.00796     0.11146     0.07863     0.07878       8     8     0
   0.33106     0.00796     0.36578     0.25886     0.25847       8     8     0
   0.40334     0.00796     0.71637     0.50624     0.50688       8     8     0
   0.45901     0.00796     0.93986     0.66501     0.66418       8     8     0
   0.49204     0.00796     0.99702     0.70469     0.70488       8     8     0
   0.50000     0.00796     1.00058     0.70612     0.70805       8     8     0
   0.00000     0.04099    -0.00097    -0.00111    -0.00085       8     8     0
   0.00796     0.04099     0.00057     0.00043     0.00037       8     8     0
   0.04099     0.04099     0.00214     0.00154     0.00154       8     8     0
   0.09666     0.04099     0.00789     0.00536     0.00562       8     8     0
   0.16894     0.04099     0.04443     0.03163     0.03148       8     8     0
   0.25000     0.04099     0.19181     0.13546     0.13545       8     8     0
   0.33106     0.04099     0.52040     0.36813     0.36816       8     8     0
   0.40334     0.04099     0.86264     0.60981     0.61011       8     8     0
   0.45901     0.04099     0.99738     0.70545     0.70499       8     8     0
   0.49204     0.04099     0.98105     0.69371     0.69338       8     8     0
   0.50000     0.04099     0.96667     0.68295     0.68319       8     8     0
   0.00000     0.09666     0.00245     0.00183     0.00159       8     8     0
   0.00796     0.09666     0.00352     0.00256     0.00241       8     8     0
   0.04099     0.09666     0.00789     0.00562     0.00536       8     8     0
   0.09666     0.09666     0.03224     0.02261     0.02261       8     8     0
   0.16894     0.09666     0.12737     0.09009     0.09034       8     8     0
   0.25000     0.09666     0.39901     0.28228     0.28211       8     8     0
   0.33106     0.09666     0.79350     0.56087     0.56090       8     8     0
   0.40334     0.09666     0.99712     0.70528     0.70512       8     8     0
   0.45901     0.09666     0.92907     0.65683     0.65704       8     8     0
   0.49204     0.09666     0.80404     0.56869     0.56860       8     8     0
   0.50000     0.09666     0.76754     0.54338     0.54277       8     8     0
   0.00000     0.16894     0.02060     0.01530     0.01481       8     8     0
   0.00796     0.16894     0.02185     0.01558     0.01563       8     8     0
   0.04099     0.16894     0.04443     0.03148     0.03163       8     8     0
   0.09666     0.16894     0.12737     0.09034     0.09009       8     8     0
   0.16894     0.16894     0.35991     0.25416     0.25416       8     8     0
   0.25000     0.16894     0.75428     0.53363     0.53348       8     8     0
   0.33106     0.16894     0.99619     0.70421     0.70464       8     8     0
   0.40334     0.16894     0.87230     0.61696     0.61665       8     8     0
   0.45901     0.16894     0.61407     0.43414     0.43403       8     8     0
   0.49204     0.16894     0.45107     0.31895     0.31896       8     8     0
   0.50000     0.16894     0.41345     0.29289     0.29244       8     8     0
   0.00000     0.25000     0.09661     0.06818     0.06813       8     8     0
   0.00796     0.25000     0.11146     0.07878     0.07863       8     8     0
   0.04099     0.25000     0.19181     0.13545     0.13546       8     8     0
   0.09666     0.25000     0.39901     0.28211     0.28228       8     8     0
   0.16894     0.25000     0.75428     0.53348     0.53363       8     8     0
   0.25000     0.25000     0.99576     0.70392     0.70392       8     8     0
   0.33106     0.25000     0.83715     0.59216     0.59180       8     8     0
   0.40334     0.25000     0.48812     0.34497     0.34530       8     8     0
   0.45901     0.25000     0.25122     0.17776     0.17777       8     8     0
   0.49204     0.25000     0.15312     0.10819     0.10831       8     8     0
   0.50000     0.25000     0.13469     0.09464     0.09524       8     8     0
   0.00000     0.33106     0.32988     0.23243     0.23344       8     8     0
   0.00796     0.33106     0.36578     0.25847     0.25886       8     8     0
   0.04099     0.33106     0.52040     0.36816     0.36813       8     8     0
   0.09666     0.33106     0.79350     0.56090     0.56087       8     8     0
   0.16894     0.33106     0.99619     0.70464     0.70421       8     8     0
   0.25000     0.33106     0.83715     0.59180     0.59216       8     8     0
