TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I=11,  J=11,  SOLUTIONTIME=   0.42020,  DATAPACKING = POINT
   0.00000     0.00000     0.00035     0.00053     0.00053       8     8     0
   0.00796     0.00000     0.00031     0.00044     0.00023       8     8     0
   0.04099     0.00000     0.00038     0.00043     0.00011       8     8     0
   0.09666     0.00000    -0.00129    -0.00079    -0.00124       8     8     0
   0.16894     0.00000     0.00134     0.00090     0.00078       8     8     0
   0.25000     0.00000     0.01890     0.01334     0.01421       8     8     0
   0.33106     0.00000     0.09056     0.06407     0.06380       8     8     0
   0.40334     0.00000     0.28013     0.19806     0.19738       8     8     0
   0.45901     0.00000     0.52964     0.37443     0.37473       8     8     0
   0.49204     0.00000     0.69735     0.49351     0.49301       8     8     0
   0.50000     0.00000     0.73611     0.52121     0.52011       8     8     0
   0.00000     0.00796     0.00031     0.00023     0.00044       8     8     0
   0.00796     0.00796     0.00010    -0.00004    -0.00004       8     8     0
   0.04099     0.00796     0.00011    -0.00003    -0.00014       8     8     0
   0.09666     0.00796     0.00005     0.00012     0.00007       8     8     0
   0.16894     0.00796     0.00258     0.00179     0.00176       8     8     0
   0.25000     0.00796     0.01995     0.01411     0.01433       8     8     0
   0.33106     0.00796     0.10439     0.07384     0.07364       8     8     0
   0.40334     0.00796     0.31340     0.22158     0.22160       8     8     0
   0.45901     0.00796     0.57030     0.40323     0.40352       8     8     0
   0.49204     0.00796     0.73540     0.52025     0.51977       8     8     0
   0.50000     0.00796     0.77274     0.54683     0.54601       8     8     0
   0.00000     0.04099     0.00038     0.00011     0.00043       8     8     0
   0.00796     0.04099     0.00011    -0.00014    -0.00003       8     8     0
   0.04099     0.04099     0.00034     0.00003     0.00003       8     8     0
   0.09666     0.04099     0.00091     0.00075     0.00065       8     8     0
   0.16894     0.04099     0.00587     0.00412     0.00411       8     8     0
   0.25000     0.04099     0.04082     0.02879     0.02893       8     8     0
   0.33106     0.04099     0.18125     0.12831     0.12793       8     8     0
   0.40334     0.04099     0.45914     0.32450     0.32486       8     8     0
   0.45901     0.04099     0.73426     0.51931     0.51948       8     8     0
   0.49204     0.04099     0.87792     0.62074     0.62074       8     8     0
   0.50000     0.04099     0.90637     0.64052     0.64088       8     8     0
   0.00000     0.09666    -0.00129    -0.00124    -0.00079       8     8     0
   0.00796     0.09666     0.00005     0.00007     0.00012       8     8     0
   0.04099     0.09666     0.00091     0.00065     0.00075       8     8     0
   0.09666     0.09666     0.00315     0.00217     0.00217       8     8     0
   0.16894     0.09666     0.02436     0.01743     0.01706       8     8     0
   0.25000     0.09666     0.11944     0.08420     0.08469       8     8     0
   0.33106     0.09666     0.38232     0.27059     0.27036       8     8     0
   0.40334     0.09666     0.73449     0.51914     0.51914       8     8     0
   0.45901     0.09666     0.95007     0.67191     0.67176       8     8     0
   0.49204     0.09666     0.99941     0.70671     0.70669       8     8     0
   0.50000     0.09666     1.00076     0.70709     0.70762       8     8     0
   0.00000     0.16894     0.00134     0.00078     0.00090       8     8     0
   0.00796     0.16894     0.00258     0.00176     0.00179       8     8     0
   0.04099     0.16894     0.00587     0.00411     0.00412       8     8     0
   0.09666     0.16894     0.02436     0.01706     0.01743       8     8     0
   0.16894     0.16894     0.10189     0.07214     0.07214       8     8     0
   0.25000     0.16894     0.34431     0.24351     0.24314       8     8     0
   0.33106     0.16894     0.73578     0.52015     0.52035       8     8     0
   0.40334     0.16894     0.98312     0.69528     0.69549       8     8     0
   0.45901     0.16894     0.96147     0.67978     0.67980       8     8     0
   0.49204     0.16894     0.85679     0.60597     0.60565       8     8     0
   0.50000     0.16894     0.82391     0.58298     0.58242       8     8     0
   0.00000     0.25000     0.01890     0.01421     0.01334       8     8     0
   0.00796     0.25000     0.01995     0.01433     0.01411       8     8     0
   0.04099     0.25000     0.04082     0.02893     0.02879       8     8     0
   0.09666     0.25000     0.11944     0.08469     0.08420       8     8     0
   0.16894     0.25000     0.34431     0.24314     0.24351       8     8     0
   0.25000     0.25000     0.73635     0.52095     0.52095       8     8     0
   0.33106     0.25000     0.99260     0.70167     0.70172       8     8     0
   0.40334     0.25000     0.88633     0.62687     0.62651       8     8     0
   0.45901     0.25000     0.63378     0.44808     0.44821       8     8     0
   0.49204     0.25000     0.46962     0.33209     0.33223       8     8     0
   0.50000     0.25000     0.43134     0.30557     0.30517       8     8     0
   0.00000     0.33106     0.09056     0.06380     0.06407       8     8     0
   0.00796     0.33106     0.10439     0.07364     0.07384       8     8     0
   0.04099     0.33106     0.18125     0.12793     0.12831       8     8     0
   0.09666     0.33106     0.38232     0.27036     0.27059       8     8     0
   0.16894     0.33106     0.73578     0.52035     0.52015       8     8     0
   0.25000     0.33106     0.99260     0.70172     0.70167       8     8     0
   0.33106     0.33106     0.85311     0.60342     0.60342       8     8     0
   0.40334     0.33106     0.50693     0.35829     0.35859       8     8     0
   0.45901     0.33106     0.26420     0.18693     0.18673       8     8     0
   0.49204     0.33106     0.16227     0.11466     0.11461       8     8     0
   0.50000     0.33106     0.14292     0.10052     0.10092       8     8     0
   0.00000     0.40334     0.28013     0.19738     0.19806       8     8     0
   0.00796     0.40334     0.31340     0.22160     0.22158       8     8     0
   0.04099     0.40334     0.45914     0.32486     0.32450       8     8     0
   0.09666     0.40334     0.73449     0.51914     0.51914       8     8     0
   0.16894     0.40334     0.98312     0.69549     0.69528       8     8     0
   0.25000     0.40334     0.88633     0.62651     0.62687       8     8     0
   0.33106     0.40334     0.50693     0.35859     0.35829       8     8     0
   0.40334     0.40334     0.20787     0.14689     0.14689       8     8     0
   0.45901     0.40334     0.08313     0.05885     0.05887       8     8     0
   0.49204     0.40334     0.04345     0.03069     0.03084       8     8     0
   0.50000     0.40334     0.03732     0.02589     0.02649       8     8     0
   0.00000     0.45901     0.52964     0.37473     0.37443       8     8     0
   0.00796     0.45901     0.57030     0.40352     0.40323       8     8     0
   0.04099     0.45901     0.73426     0.51948     0.51931       8     8     0
   0.09666     0.45901     0.95007     0.67176     0.67191       8     8     0
   0.16894     0.45901     0.96147     0.67980     0.67978       8     8     0
   0.25000     0.45901     0.63378     0.44821     0.44808       8     8     0
   0.33106     0.45901     0.26420     0.18673     0.18693       8     8     0
   0.40334     0.45901     0.08313     0.05887     0.05885       8     8     0
   0.45901     0.45901     0.02705     0.01906     0.01906       8     8     0
   0.49204     0.45901     0.01205     0.00857     0.00843       8     8     0
   0.50000     0.45901     0.00971     0.00714     0.00678       8     8     0
   0.00000     0.49204     0.69735     0.49301     0.49351       8     8     0
   0.00796     0.49204     0.73540     0.51977     0.52025       8     8     0
   0.04099     0.49204     0.87792     0.62074     0.62074       8     8     0
   0.09666     0.49204     0.99941     0.70669     0.70671       8     8     0
   0.16894     0.49204     0.85679     0.60565     0.60597       8     8     0
   0.25000     0.49204     0.46962     0.33223     0.33209       8     8     0
   0.33106     0.49204     0.16227     0.11461     0.11466       8     8     0
   0.40334     0.49204     0.04345     0.03084     0.03069       8     8     0
   0.45901     0.49204     0.01205     0.00843     0.00857       8     8     0
