TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I= 7,  J= 7,  SOLUTIONTIME=   0.10000,  DATAPACKING = POINT
   0.00000     0.50000     0.03581     0.01011     0.03557       4     4     0
   0.02346     0.50000     0.02067     0.00148     0.03217       4     4     0
   0.11538     0.50000    -0.00423    -0.00750     0.01568       4     4     0
   0.25000     0.50000    -0.00060     0.00202    -0.00219       4     4     0
   0.38462     0.50000    -0.00080    -0.00018    -0.00238       4     4     0
   0.47654     0.50000     0.00101    -0.00012     0.00255       4     4     0
   0.50000     0.50000     0.00467     0.00317     0.00317       4     4     0
ZONE T= "IEL     2",  I= 7,  J= 7,  SOLUTIONTIME=   0.10000,  DATAPACKING = POINT
   0.50000     0.00000     0.02929     0.03706     0.00179       4     4     0
   0.52346     0.00000     0.01859     0.02186     0.00234       4     4     0
   0.61538     0.00000    -0.00074    -0.00310     0.00176       4     4     0
   0.75000     0.00000    -0.00001     0.00095    -0.00048       4     4     0
   0.88462     0.00000     0.00047     0.00004     0.00018       4     4     0
   0.97654     0.00000    -0.00114    -0.00155     0.00029       4     4     0
   1.00000     0.00000    -0.00057     0.00056    -0.00027       4     4     0
   0.50000     0.02346     0.02273     0.02592     0.00397       4     4     0
   0.52346     0.02346     0.01379     0.01489     0.00300       4     4     0
   0.61538     0.02346    -0.00151    -0.00283     0.00065       4     4     0
   0.75000     0.02346     0.00025     0.00076    -0.00015       4     4     0
   0.88462     0.02346     0.00027     0.00004     0.00007       4     4     0
   0.97654     0.02346    -0.00104    -0.00126     0.00006       4     4     0
   1.00000     0.02346    -0.00027     0.00031    -0.00000       4     4     0
   0.50000     0.11538     0.00477     0.00237     0.00323       4     4     0
   0.52346     0.11538     0.00178     0.00048     0.00145       4     4     0
   0.61538     0.11538    -0.00191    -0.00159    -0.00090       4     4     0
   0.75000     0.11538     0.00054     0.00039     0.00030       4     4     0
   0.88462     0.11538    -0.00017    -0.00010    -0.00011       4     4     0
   0.97654     0.11538    -0.00042    -0.00035    -0.00017       4     4     0
   1.00000     0.11538     0.00044     0.00023     0.00035       4     4     0
   0.50000     0.25000    -0.00374    -0.00254    -0.00271       4     4     0
   0.52346     0.25000    -0.00245    -0.00173    -0.00176       4     4     0
   0.61538     0.25000     0.00006    -0.00001    -0.00000       4     4     0
   0.75000     0.25000     0.00009     0.00014     0.00001       4     4     0
   0.88462     0.25000    -0.00015    -0.00017    -0.00004       4     4     0
   0.97654     0.25000     0.00024     0.00021     0.00009       4     4     0
   1.00000     0.25000     0.00036     0.00042     0.00005       4     4     0
   0.50000     0.38462    -0.00054    -0.00075     0.00045       4     4     0
   0.52346     0.38462    -0.00004    -0.00019     0.00041       4     4     0
   0.61538     0.38462     0.00043     0.00041     0.00018       4     4     0
   0.75000     0.38462    -0.00015    -0.00015    -0.00006       4     4     0
   0.88462     0.38462     0.00007     0.00007     0.00003       4     4     0
   0.97654     0.38462     0.00005     0.00005     0.00001       4     4     0
   1.00000     0.38462    -0.00019    -0.00019    -0.00006       4     4     0
   0.50000     0.47654     0.00184     0.00156     0.00084       4     4     0
   0.52346     0.47654     0.00101     0.00085     0.00045       4     4     0
   0.61538     0.47654    -0.00026    -0.00024    -0.00014       4     4     0
   0.75000     0.47654     0.00007     0.00006     0.00004       4     4     0
   0.88462     0.47654    -0.00001    -0.00000     0.00000       4     4     0
   0.97654     0.47654    -0.00010    -0.00009    -0.00006       4     4     0
   1.00000     0.47654     0.00003     0.00002    -0.00000       4     4     0
   0.50000     0.50000     0.00180     0.00308    -0.00110       4     4     0
   0.52346     0.50000     0.00088     0.00158    -0.00076       4     4     0
   0.61538     0.50000    -0.00036    -0.00053    -0.00009       4     4     0
   0.75000     0.50000     0.00017     0.00025     0.00002       4     4     0
   0.88462     0.50000    -0.00009    -0.00013    -0.00001       4     4     0
   0.97654     0.50000    -0.00004    -0.00008    -0.00000       4     4     0
   1.00000     0.50000     0.00027     0.00039    -0.00002       4     4     0
ZONE T= "IEL     2",  I= 7,  J= 7,  SOLUTIONTIME=   0.10000,  DATAPACKING = POINT
   0.50000     0.50000    -0.00047    -0.00048    -0.00048       4     4     1
   0.52346     0.50000    -0.00044    -0.00038    -0.00038       4     4     1
   0.61538     0.50000    -0.00016    -0.00007    -0.00008       4     4     1
   0.75000     0.50000     0.00009     0.00006     0.00004       4     4     1
   0.88462     0.50000    -0.00007    -0.00005    -0.00004       4     4     1
   0.97654     0.50000     0.00004     0.00004     0.00003       4     4     1
   1.00000     0.50000     0.00018     0.00014     0.00009       4     4     1
   0.50000     0.52346    -0.00044    -0.00038    -0.00038       4     4     1
   0.52346     0.52346    -0.00034    -0.00027    -0.00027       4     4     1
   0.61538     0.52346    -0.00006    -0.00002    -0.00003       4     4     1
   0.75000     0.52346     0.00004     0.00003     0.00002       4     4     1
   0.88462     0.52346    -0.00004    -0.00003    -0.00002       4     4     1
   0.97654     0.52346     0.00003     0.00003     0.00002       4     4     1
   1.00000     0.52346     0.00010     0.00008     0.00005       4     4     1
   0.50000     0.61538    -0.00016    -0.00008    -0.00007       4     4     1
   0.52346     0.61538    -0.00006    -0.00003    -0.00002       4     4     1
   0.61538     0.61538     0.00006     0.00003     0.00003       4     4     1
   0.75000     0.61538    -0.00002    -0.00001    -0.00001       4     4     1
   0.88462     0.61538     0.00001     0.00001     0.00001       4     4     1
   0.97654     0.61538     0.00001     0.00000     0.00000       4     4     1
   1.00000     0.61538    -0.00003    -0.00002    -0.00002       4     4     1
   0.50000     0.75000     0.00009     0.00004     0.00006       4     4     1
   0.52346     0.75000     0.00004     0.00002     0.00003       4     4     1
   0.61538     0.75000    -0.00002    -0.00001    -0.00001       4     4     1
   0.75000     0.75000     0.00001     0.00000     0.00000       4     4     1
   0.88462     0.75000    -0.00000    -0.00000    -0.00000       4     4     1
   0.97654     0.75000    -0.00000    -0.00000    -0.00000       4     4     1
   1.00000     0.75000     0.00001     0.00001     0.00000       4     4     1
   0.50000     0.88462    -0.00007    -0.00004    -0.00005       4     4     1
   0.52346     0.88462    -0.00004    -0.00002    -0.00003       4     4     1
   0.61538     0.88462     0.00001     0.00001     0.00001       4     4     1
   0.75000     0.88462    -0.00000    -0.00000    -0.00000       4     4     1
   0.88462     0.88462     0.00000     0.00000     0.00000       4     4     1
   0.97654     0.88462     0.00000     0.00000     0.00000       4     4     1
   1.00000     0.88462    -0.00000    -0.00000    -0.00000       4     4     1
   0.50000     0.97654     0.00004     0.00003     0.00004       4     4     1
   0.52346     0.97654     0.00003     0.00002     0.00003       4     4     1
   0.61538     0.97654     0.00001     0.00000     0.00000       4     4     1
   0.75000     0.97654    -0.00000    -0.00000    -0.00000       4     4     1
   0.88462     0.97654     0.00000     0.00000     0.00000       4     4     1
   0.97654     0.97654    -0.00000    -0.00000    -0.00000       4     4     1
   1.00000     0.97654    -0.00001    -0.00001    -0.00001       4     4     1
   0.50000     1.00000     0.00018     0.00009     0.00014       4     4     1
   0.52346     1.00000     0.00010     0.00005     0.00008       4     4     1
   0.61538     1.00000    -0.00003    -0.00002    -0.00002       4     4     1
   0.75000     1.00000     0.00001     0.00000     0.00001       4     4     1
   0.88462     1.00000    -0.00000    -0.00000    -0.00000       4     4     1
   0.97654     1.00000    -0.00001    -0.00001    -0.00001       4     4     1
   1.00000     1.00000     0.00001     0.00000     0.00000       4     4     1
ZONE T= "IEL     3",  I= 7,  J= 7,  SOLUTIONTIME=   0.10000,  DATAPACKING = POINT
   0.00000     0.50000     0.02929     0.00179     0.03706       4     4     1
   0.02346     0.50000     0.02273     0.00397     0.02592       4     4     1
   0.11538     0.50000     0.00477     0.00323     0.00237       4     4     1
   0.25000     0.50000    -0.00374    -0.00271    -0.00254       4     4     1
   0.38462     0.50000    -0.00054     0.00045    -0.00075       4     4     1
   0.47654     0.50000     0.00184     0.00084     0.00156       4     4     1
   0.50000     0.50000     0.00180    -0.00110     0.00308       4     4     1
   0.00000     0.52346     0.01859     0.00234     0.02186       4     4     1
   0.02346     0.52346     0.01379     0.00300     0.01489       4     4     1
   0.11538     0.52346     0.00178     0.00145     0.00048       4     4     1
   0.25000     0.52346    -0.00245    -0.00176    -0.00173       4     4     1
   0.38462     0.52346    -0.00004     0.00041    -0.00019       4     4     1
   0.47654     0.52346     0.00101     0.00045     0.00085       4     4     1
   0.50000     0.52346     0.00088    -0.00076     0.00158       4     4     1
   0.00000     0.61538    -0.00074     0.00176    -0.00310       4     4     1
   0.02346     0.61538    -0.00151     0.00065    -0.00283       4     4     1
   0.11538     0.61538    -0.00191    -0.00090    -0.00159       4     4     1
   0.25000     0.61538     0.00006    -0.00000    -0.00001       4     4     1
   0.38462     0.61538     0.00043     0.00018     0.00041       4     4     1
   0.47654     0.61538    -0.00026    -0.00014    -0.00024       4     4     1
   0.50000     0.61538    -0.00036    -0.00009    -0.00053       4     4     1
   0.00000     0.75000    -0.00001    -0.00048     0.00095       4     4     1
   0.02346     0.75000     0.00025    -0.00015     0.00076       4     4     1
   0.11538     0.75000     0.00054     0.00030     0.00039       4     4     1
   0.25000     0.75000     0.00009     0.00001     0.00014       4     4     1
   0.38462     0.75000    -0.00015    -0.00006    -0.00015       4     4     1
   0.47654     0.75000     0.00007     0.00004     0.00006       4     4     1
   0.50000     0.75000     0.00017     0.00002     0.00025       4     4     1
   0.00000     0.88462     0.00047     0.00018     0.00004       4     4     1
   0.02346     0.88462     0.00027     0.00007     0.00004       4     4     1
   0.11538     0.88462    -0.00017    -0.00011    -0.00010       4     4     1
   0.25000     0.88462    -0.00015    -0.00004    -0.00017       4     4     1
   0.38462     0.88462     0.00007     0.00003     0.00007       4     4     1
   0.47654     0.88462    -0.00001     0.00000    -0.00000       4     4     1
   0.50000     0.88462    -0.00009    -0.00001    -0.00013       4     4     1
   0.00000     0.97654    -0.00114     0.00029    -0.00155       4     4     1
   0.02346     0.97654    -0.00104     0.00006    -0.00126       4     4     1
   0.11538     0.97654    -0.00042    -0.00017    -0.00035       4     4     1
   0.25000     0.97654     0.00024     0.00009     0.00021       4     4     1
   0.38462     0.97654     0.00005     0.00001     0.00005       4     4     1
   0.47654     0.97654    -0.00010    -0.00006    -0.00009       4     4     1
   0.50000     0.97654    -0.00004    -0.00000    -0.00008       4     4     1
   0.00000     1.00000    -0.00057    -0.00027     0.00056       4     4     1
   0.02346     1.00000    -0.00027    -0.00000     0.00031       4     4     1
   0.11538     1.00000     0.00044     0.00035     0.00023       4     4     1
   0.25000     1.00000     0.00036     0.00005     0.00042       4     4     1
   0.38462     1.00000    -0.00019    -0.00006    -0.00019       4     4     1
   0.47654     1.00000     0.00003    -0.00000     0.00002       4     4     1
   0.50000     1.00000     0.00027    -0.00002     0.00039       4     4     1
