TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I= 7,  J= 7,  SOLUTIONTIME=   0.30000,  DATAPACKING = POINT
   0.61538     0.50000    -0.00471    -0.00299    -0.00341       4     4     1
   0.75000     0.50000     0.00120     0.00070     0.00099       4     4     1
   0.88462     0.50000     0.00010     0.00022    -0.00006       4     4     1
   0.97654     0.50000    -0.00127    -0.00092    -0.00090       4     4     1
   1.00000     0.50000    -0.00036    -0.00062    -0.00010       4     4     1
   0.50000     0.52346    -0.00265    -0.00266    -0.00227       4     4     1
   0.52346     0.52346    -0.00367    -0.00294    -0.00294       4     4     1
   0.61538     0.52346    -0.00286    -0.00181    -0.00212       4     4     1
   0.75000     0.52346     0.00098     0.00061     0.00077       4     4     1
   0.88462     0.52346    -0.00011    -0.00000    -0.00014       4     4     1
   0.97654     0.52346    -0.00074    -0.00050    -0.00053       4     4     1
   1.00000     0.52346    -0.00003    -0.00019     0.00007       4     4     1
   0.50000     0.61538    -0.00471    -0.00341    -0.00299       4     4     1
   0.52346     0.61538    -0.00286    -0.00212    -0.00181       4     4     1
   0.61538     0.61538     0.00053     0.00034     0.00034       4     4     1
   0.75000     0.61538     0.00023     0.00019     0.00015       4     4     1
   0.88462     0.61538    -0.00025    -0.00022    -0.00015       4     4     1
   0.97654     0.61538     0.00019     0.00017     0.00013       4     4     1
   1.00000     0.61538     0.00028     0.00031     0.00018       4     4     1
   0.50000     0.75000     0.00120     0.00099     0.00070       4     4     1
   0.52346     0.75000     0.00098     0.00077     0.00061       4     4     1
   0.61538     0.75000     0.00023     0.00015     0.00019       4     4     1
   0.75000     0.75000    -0.00016    -0.00011    -0.00011       4     4     1
   0.88462     0.75000     0.00010     0.00007     0.00005       4     4     1
   0.97654     0.75000     0.00003     0.00001     0.00002       4     4     1
   1.00000     0.75000    -0.00012    -0.00009    -0.00007       4     4     1
   0.50000     0.88462     0.00010    -0.00006     0.00022       4     4     1
   0.52346     0.88462    -0.00011    -0.00014    -0.00000       4     4     1
   0.61538     0.88462    -0.00025    -0.00015    -0.00022       4     4     1
   0.75000     0.88462     0.00010     0.00005     0.00007       4     4     1
   0.88462     0.88462    -0.00003    -0.00001    -0.00001       4     4     1
   0.97654     0.88462    -0.00006    -0.00004    -0.00006       4     4     1
   1.00000     0.88462     0.00004     0.00000     0.00002       4     4     1
   0.50000     0.97654    -0.00127    -0.00090    -0.00092       4     4     1
   0.52346     0.97654    -0.00074    -0.00053    -0.00050       4     4     1
   0.61538     0.97654     0.00019     0.00013     0.00017       4     4     1
   0.75000     0.97654     0.00003     0.00002     0.00001       4     4     1
   0.88462     0.97654    -0.00006    -0.00006    -0.00004       4     4     1
   0.97654     0.97654     0.00007     0.00007     0.00007       4     4     1
   1.00000     0.97654     0.00008     0.00009     0.00006       4     4     1
   0.50000     1.00000    -0.00036    -0.00010    -0.00062       4     4     1
   0.52346     1.00000    -0.00003     0.00007    -0.00019       4     4     1
   0.61538     1.00000     0.00028     0.00018     0.00031       4     4     1
   0.75000     1.00000    -0.00012    -0.00007    -0.00009       4     4     1
   0.88462     1.00000     0.00004     0.00002     0.00000       4     4     1
   0.97654     1.00000     0.00008     0.00006     0.00009       4     4     1
   1.00000     1.00000    -0.00005    -0.00001    -0.00001       4     4     1
ZONE T= "IEL     3",  I= 7,  J= 7,  SOLUTIONTIME=   0.30000,  DATAPACKING = POINT
   0.00000     0.50000     0.90522     0.67452     0.63501       4     4     1
   0.02346     0.50000     0.73676     0.54069     0.51400       4     4     1
   0.11538     0.50000     0.26644     0.18560     0.18040       4     4     1
   0.25000     0.50000     0.00270     0.00463    -0.00008       4     4     1
   0.38462     0.50000     0.00888     0.00638     0.00768       4     4     1
   0.47654     0.50000     0.01475     0.00913     0.01059       4     4     1
   0.50000     0.50000     0.00125     0.00249     0.00044       4     4     1
   0.00000     0.52346     0.73214     0.54305     0.51295       4     4     1
   0.02346     0.52346     0.58138     0.42754     0.40597       4     4     1
   0.11538     0.52346     0.19026     0.13524     0.12997       4     4     1
   0.25000     0.52346     0.00370     0.00351     0.00154       4     4     1
   0.38462     0.52346     0.00896     0.00623     0.00740       4     4     1
   0.47654     0.52346     0.00708     0.00457     0.00497       4     4     1
   0.50000     0.52346    -0.00164    -0.00019    -0.00191       4     4     1
   0.00000     0.61538     0.27225     0.19562     0.18924       4     4     1
   0.02346     0.61538     0.19497     0.14243     0.13610       4     4     1
   0.11538     0.61538     0.03451     0.02790     0.02527       4     4     1
   0.25000     0.61538     0.00406     0.00124     0.00340       4     4     1
   0.38462     0.61538     0.00450     0.00322     0.00327       4     4     1
   0.47654     0.61538    -0.00476    -0.00291    -0.00361       4     4     1
   0.50000     0.61538    -0.00360    -0.00334    -0.00308       4     4     1
   0.00000     0.75000     0.02337     0.01290     0.01606       4     4     1
   0.02346     0.75000     0.01703     0.00899     0.01169       4     4     1
   0.11538     0.75000     0.00416     0.00150     0.00296       4     4     1
   0.25000     0.75000     0.00045     0.00027     0.00037       4     4     1
   0.38462     0.75000    -0.00168    -0.00071    -0.00143       4     4     1
   0.47654     0.75000    -0.00045    -0.00069    -0.00023       4     4     1
   0.50000     0.75000     0.00124    -0.00001     0.00122       4     4     1
   0.00000     0.88462     0.00004     0.00096     0.00118       4     4     1
   0.02346     0.88462     0.00019     0.00083     0.00119       4     4     1
   0.11538     0.88462    -0.00049     0.00007    -0.00003       4     4     1
   0.25000     0.88462    -0.00107    -0.00047    -0.00106       4     4     1
   0.38462     0.88462     0.00065     0.00024     0.00059       4     4     1
   0.47654     0.88462     0.00067     0.00057     0.00056       4     4     1
   0.50000     0.88462     0.00004     0.00047    -0.00014       4     4     1
   0.00000     0.97654     0.00098     0.00165    -0.00021       4     4     1
   0.02346     0.97654    -0.00131     0.00069    -0.00233       4     4     1
   0.11538     0.97654    -0.00322    -0.00079    -0.00342       4     4     1
   0.25000     0.97654     0.00085     0.00012     0.00105       4     4     1
   0.38462     0.97654     0.00089     0.00054     0.00057       4     4     1
   0.47654     0.97654    -0.00093    -0.00052    -0.00084       4     4     1
   0.50000     0.97654    -0.00103    -0.00097    -0.00051       4     4     1
   0.00000     1.00000    -0.00309    -0.00236    -0.00434       4     4     1
   0.02346     1.00000    -0.00097    -0.00039    -0.00390       4     4     1
   0.11538     1.00000     0.00294     0.00236    -0.00055       4     4     1
   0.25000     1.00000     0.00170     0.00068     0.00199       4     4     1
   0.38462     1.00000    -0.00061    -0.00015    -0.00072       4     4     1
   0.47654     1.00000    -0.00047    -0.00056    -0.00057       4     4     1
   0.50000     1.00000    -0.00013    -0.00104     0.00066       4     4     1
