TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I=11,  J=11,  SOLUTIONTIME=   1.84020,  DATAPACKING = POINT
   0.00000     0.00000     0.16027    -0.16026    -0.16026       8     8     0
   0.00796     0.00000     0.16243    -0.16129    -0.16242       8     8     0
   0.04099     0.00000     0.16949    -0.16340    -0.16948       8     8     0
   0.09666     0.00000     0.17635    -0.16018    -0.17635       8     8     0
   0.16894     0.00000     0.18247    -0.14653    -0.18249       8     8     0
   0.25000     0.00000     0.19312    -0.12235    -0.19316       8     8     0
   0.33106     0.00000     0.21068    -0.09028    -0.21076       8     8     0
   0.40334     0.00000     0.23057    -0.05565    -0.23058       8     8     0
   0.45901     0.00000     0.24412    -0.02689    -0.24402       8     8     0
   0.49204     0.00000     0.24879    -0.01018    -0.24865       8     8     0
   0.50000     0.00000     0.24935    -0.00629    -0.24919       8     8     0
   0.00000     0.00796     0.16243    -0.16242    -0.16129       8     8     0
   0.00796     0.00796     0.16420    -0.16327    -0.16327       8     8     0
   0.04099     0.00796     0.16977    -0.16474    -0.16965       8     8     0
   0.09666     0.00796     0.17459    -0.16087    -0.17557       8     8     0
   0.16894     0.00796     0.17892    -0.14725    -0.18089       8     8     0
   0.25000     0.00796     0.18837    -0.12372    -0.19114       8     8     0
   0.33106     0.00796     0.20574    -0.09238    -0.20927       8     8     0
   0.40334     0.00796     0.22702    -0.05798    -0.23105       8     8     0
   0.45901     0.00796     0.24314    -0.02865    -0.24722       8     8     0
   0.49204     0.00796     0.25008    -0.01117    -0.25396       8     8     0
   0.50000     0.00796     0.25127    -0.00707    -0.25507       8     8     0
   0.00000     0.04099     0.16949    -0.16948    -0.16340       8     8     0
   0.00796     0.04099     0.16977    -0.16965    -0.16474       8     8     0
   0.04099     0.04099     0.16942    -0.16863    -0.16863       8     8     0
   0.09666     0.04099     0.16611    -0.16248    -0.17109       8     8     0
   0.16894     0.04099     0.16281    -0.14938    -0.17279       8     8     0
   0.25000     0.04099     0.16590    -0.12909    -0.17991       8     8     0
   0.33106     0.04099     0.17981    -0.10197    -0.19760       8     8     0
   0.40334     0.04099     0.20347    -0.07041    -0.22384       8     8     0
   0.45901     0.04099     0.22761    -0.04034    -0.24839       8     8     0
   0.49204     0.04099     0.24292    -0.02056    -0.26276       8     8     0
   0.50000     0.04099     0.24661    -0.01572    -0.26603       8     8     0
   0.00000     0.09666     0.17635    -0.17635    -0.16018       8     8     0
   0.00796     0.09666     0.17459    -0.17557    -0.16087       8     8     0
   0.04099     0.09666     0.16611    -0.17109    -0.16248       8     8     0
   0.09666     0.09666     0.15122    -0.16173    -0.16173       8     8     0
   0.16894     0.09666     0.13638    -0.14946    -0.15868       8     8     0
   0.25000     0.09666     0.12807    -0.13472    -0.15897       8     8     0
   0.33106     0.09666     0.13042    -0.11632    -0.16876       8     8     0
   0.40334     0.09666     0.14618    -0.09393    -0.18966       8     8     0
   0.45901     0.09666     0.17069    -0.06957    -0.21567       8     8     0
   0.49204     0.09666     0.19126    -0.05121    -0.23520       8     8     0
   0.50000     0.09666     0.19694    -0.04638    -0.24028       8     8     0
   0.00000     0.16894     0.18247    -0.18249    -0.14653       8     8     0
   0.00796     0.16894     0.17892    -0.18089    -0.14725       8     8     0
   0.04099     0.16894     0.16281    -0.17279    -0.14938       8     8     0
   0.09666     0.16894     0.13638    -0.15868    -0.14946       8     8     0
   0.16894     0.16894     0.11105    -0.14522    -0.14522       8     8     0
   0.25000     0.16894     0.09303    -0.13435    -0.13986       8     8     0
   0.33106     0.16894     0.08185    -0.12390    -0.13809       8     8     0
   0.40334     0.16894     0.08074    -0.11373    -0.14368       8     8     0
   0.45901     0.16894     0.08954    -0.10233    -0.15654       8     8     0
   0.49204     0.16894     0.10072    -0.09246    -0.16908       8     8     0
   0.50000     0.16894     0.10436    -0.08970    -0.17271       8     8     0
   0.00000     0.25000     0.19312    -0.19316    -0.12235       8     8     0
   0.00796     0.25000     0.18837    -0.19114    -0.12372       8     8     0
   0.04099     0.25000     0.16590    -0.17991    -0.12909       8     8     0
   0.09666     0.25000     0.12807    -0.15897    -0.13472       8     8     0
   0.16894     0.25000     0.09303    -0.13986    -0.13435       8     8     0
   0.25000     0.25000     0.06962    -0.12827    -0.12827       8     8     0
   0.33106     0.25000     0.05269    -0.12088    -0.12187       8     8     0
   0.40334     0.25000     0.04131    -0.11731    -0.11788       8     8     0
   0.45901     0.25000     0.03462    -0.11496    -0.11728       8     8     0
   0.49204     0.25000     0.03263    -0.11340    -0.11901       8     8     0
   0.50000     0.25000     0.03280    -0.11322    -0.11976       8     8     0
   0.00000     0.33106     0.21068    -0.21076    -0.09028       8     8     0
   0.00796     0.33106     0.20574    -0.20927    -0.09238       8     8     0
   0.04099     0.33106     0.17981    -0.19760    -0.10197       8     8     0
   0.09666     0.33106     0.13042    -0.16876    -0.11632       8     8     0
   0.16894     0.33106     0.08185    -0.13809    -0.12390       8     8     0
   0.25000     0.33106     0.05269    -0.12187    -0.12088       8     8     0
   0.33106     0.33106     0.03377    -0.11462    -0.11462       8     8     0
   0.40334     0.33106     0.01918    -0.11180    -0.10845       8     8     0
   0.45901     0.33106     0.00903    -0.11219    -0.10435       8     8     0
   0.49204     0.33106     0.00334    -0.11358    -0.10262       8     8     0
   0.50000     0.33106     0.00215    -0.11420    -0.10216       8     8     0
   0.00000     0.40334     0.23057    -0.23058    -0.05565       8     8     0
   0.00796     0.40334     0.22702    -0.23105    -0.05798       8     8     0
   0.04099     0.40334     0.20347    -0.22384    -0.07041       8     8     0
   0.09666     0.40334     0.14618    -0.18966    -0.09393       8     8     0
   0.16894     0.40334     0.08074    -0.14368    -0.11373       8     8     0
   0.25000     0.40334     0.04131    -0.11788    -0.11731       8     8     0
   0.33106     0.40334     0.01918    -0.10845    -0.11180       8     8     0
   0.40334     0.40334     0.00394    -0.10575    -0.10575       8     8     0
   0.45901     0.40334    -0.00578    -0.10738    -0.10142       8     8     0
   0.49204     0.40334    -0.01253    -0.10875    -0.09872       8     8     0
   0.50000     0.40334    -0.01437    -0.10903    -0.09793       8     8     0
   0.00000     0.45901     0.24412    -0.24402    -0.02689       8     8     0
   0.00796     0.45901     0.24314    -0.24722    -0.02865       8     8     0
   0.04099     0.45901     0.22761    -0.24839    -0.04034       8     8     0
   0.09666     0.45901     0.17069    -0.21567    -0.06957       8     8     0
   0.16894     0.45901     0.08954    -0.15654    -0.10233       8     8     0
   0.25000     0.45901     0.03462    -0.11728    -0.11496       8     8     0
   0.33106     0.45901     0.00903    -0.10435    -0.11219       8     8     0
   0.40334     0.45901    -0.00578    -0.10142    -0.10738       8     8     0
   0.45901     0.45901    -0.01585    -0.10248    -0.10248       8     8     0
   0.49204     0.45901    -0.02273    -0.10355    -0.09958       8     8     0
   0.50000     0.45901    -0.02460    -0.10371    -0.09912       8     8     0
   0.00000     0.49204     0.24879    -0.24865    -0.01018       8     8     0
   0.00796     0.49204     0.25008    -0.25396    -0.01117       8     8     0
   0.04099     0.49204     0.24292    -0.26276    -0.02056       8     8     0
   0.09666     0.49204     0.19126    -0.23520    -0.05121       8     8     0
   0.16894     0.49204     0.10072    -0.16908    -0.09246       8     8     0
   0.25000     0.49204     0.03263    -0.11901    -0.11340       8     8     0
   0.33106     0.49204     0.00334    -0.10262    -0.11358       8     8     0
   0.40334     0.49204    -0.01253    -0.09872    -0.10875       8     8     0
   0.45901     0.49204    -0.02273    -0.09958    -0.10355       8     8     0
   0.49204     0.49204    -0.02812    -0.10151    -0.10151       8     8     0
   0.50000     0.49204    -0.02958    -0.10186    -0.10157       8     8     0
   0.00000     0.50000     0.24935    -0.24919    -0.00629       8     8     0
   0.00796     0.50000     0.25127    -0.25507    -0.00707       8     8     0
   0.04099     0.50000     0.24661    -0.26603    -0.01572       8     8     0
   0.09666     0.50000     0.19694    -0.24028    -0.04638       8     8     0
   0.16894     0.50000     0.10436    -0.17271    -0.08970       8     8     0
   0.25000     0.50000     0.03280    -0.11976    -0.11322       8     8     0
   0.33106     0.50000     0.00215    -0.10216    -0.11420       8     8     0
   0.40334     0.50000    -0.01437    -0.09793    -0.10903       8     8     0
   0.45901     0.50000    -0.02460    -0.09912    -0.10371       8     8     0
   0.49204     0.50000    -0.02958    -0.10157    -0.10186       8     8     0
   0.50000     0.50000    -0.03096    -0.10201    -0.10201       8     8     0
ZONE T= "IEL     2",  I=11,  J=11,  SOLUTIONTIME=   1.84020,  DATAPACKING = POINT
   0.00000     0.50000     0.24929    -0.24913    -0.00636       8     8     0
   0.00796     0.50000     0.25116    -0.25495    -0.00717       8     8     0
   0.04099     0.50000     0.24625    -0.26571    -0.01596       8     8     0
   0.09666     0.50000     0.19677    -0.24015    -0.04635       8     8     0
   0.16894     0.50000     0.10495    -0.17332    -0.08884       8     8     0
   0.25000     0.50000     0.03244    -0.11994    -0.11301       8     8     0
   0.33106     0.50000     0.00061    -0.10132    -0.11538       8     8     0
   0.40334     0.50000    -0.01436    -0.09766    -0.10944       8     8     0
