TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I= 7,  J= 7,  SOLUTIONTIME=   0.80000,  DATAPACKING = POINT
   0.52346     0.47654     0.54360     0.38013     0.37661       4     4     0
   0.61538     0.47654     0.88875     0.64074     0.63547       4     4     0
   0.75000     0.47654     0.76055     0.53162     0.53819       4     4     0
   0.88462     0.47654     0.19678     0.14334     0.13464       4     4     0
   0.97654     0.47654    -0.04158    -0.04081    -0.02888       4     4     0
   1.00000     0.47654    -0.03127    -0.05046    -0.01952       4     4     0
   0.50000     0.50000     0.50432     0.33008     0.32912       4     4     0
   0.52346     0.50000     0.65864     0.45658     0.44900       4     4     0
   0.61538     0.50000     0.92605     0.66627     0.66738       4     4     0
   0.75000     0.50000     0.64972     0.45689     0.47028       4     4     0
   0.88462     0.50000     0.12773     0.09232     0.07347       4     4     0
   0.97654     0.50000    -0.03515    -0.02766    -0.03293       4     4     0
   1.00000     0.50000    -0.01993    -0.02535    -0.01043       4     4     0
ZONE T= "IEL     2",  I= 7,  J= 7,  SOLUTIONTIME=   0.80000,  DATAPACKING = POINT
   0.50000     0.50000     0.40938     0.25287     0.25287       4     4     1
   0.52346     0.50000     0.59071     0.40447     0.39155       4     4     1
   0.61538     0.50000     0.94020     0.68030     0.66714       4     4     1
   0.75000     0.50000     0.68670     0.48339     0.49566       4     4     1
   0.88462     0.50000     0.10888     0.07872     0.07384       4     4     1
   0.97654     0.50000    -0.05718    -0.04875    -0.04305       4     4     1
   1.00000     0.50000    -0.02652    -0.03952    -0.01725       4     4     1
   0.50000     0.52346     0.59071     0.39155     0.40447       4     4     1
   0.52346     0.52346     0.75535     0.52233     0.52233       4     4     1
   0.61538     0.52346     0.96009     0.68751     0.67556       4     4     1
   0.75000     0.52346     0.54950     0.38876     0.39267       4     4     1
   0.88462     0.52346     0.05132     0.03680     0.03652       4     4     1
   0.97654     0.52346    -0.03872    -0.02912    -0.02801       4     4     1
   1.00000     0.52346    -0.01242    -0.01504    -0.00778       4     4     1
   0.50000     0.61538     0.94020     0.66714     0.68030       4     4     1
   0.52346     0.61538     0.96009     0.67556     0.68751       4     4     1
   0.61538     0.61538     0.72824     0.51022     0.51022       4     4     1
   0.75000     0.61538     0.17289     0.12612     0.11939       4     4     1
   0.88462     0.61538    -0.03076    -0.02413    -0.01926       4     4     1
   0.97654     0.61538     0.00901     0.01366     0.00728       4     4     1
   1.00000     0.61538     0.01184     0.02489     0.00795       4     4     1
   0.50000     0.75000     0.68670     0.49566     0.48339       4     4     1
   0.52346     0.75000     0.54950     0.39267     0.38876       4     4     1
   0.61538     0.75000     0.17289     0.11939     0.12612       4     4     1
   0.75000     0.75000    -0.01906    -0.01225    -0.01225       4     4     1
   0.88462     0.75000     0.00934     0.00488     0.00522       4     4     1
   0.97654     0.75000     0.01691     0.01231     0.01096       4     4     1
   1.00000     0.75000     0.00337     0.00620     0.00170       4     4     1
   0.50000     0.88462     0.10888     0.07384     0.07872       4     4     1
   0.52346     0.88462     0.05132     0.03652     0.03680       4     4     1
   0.61538     0.88462    -0.03076    -0.01926    -0.02413       4     4     1
   0.75000     0.88462     0.00934     0.00522     0.00488       4     4     1
   0.88462     0.88462     0.00924     0.00788     0.00788       4     4     1
   0.97654     0.88462    -0.00939    -0.00916    -0.00536       4     4     1
   1.00000     0.88462    -0.00569    -0.01052    -0.00348       4     4     1
   0.50000     0.97654    -0.05718    -0.04305    -0.04875       4     4     1
   0.52346     0.97654    -0.03872    -0.02801    -0.02912       4     4     1
   0.61538     0.97654     0.00901     0.00728     0.01366       4     4     1
   0.75000     0.97654     0.01691     0.01096     0.01231       4     4     1
   0.88462     0.97654    -0.00939    -0.00536    -0.00916       4     4     1
   0.97654     0.97654    -0.00781    -0.00501    -0.00501       4     4     1
   1.00000     0.97654    -0.00007    -0.00123     0.00109       4     4     1
   0.50000     1.00000    -0.02652    -0.01725    -0.03952       4     4     1
   0.52346     1.00000    -0.01242    -0.00778    -0.01504       4     4     1
   0.61538     1.00000     0.01184     0.00795     0.02489       4     4     1
   0.75000     1.00000     0.00337     0.00170     0.00620       4     4     1
   0.88462     1.00000    -0.00569    -0.00348    -0.01052       4     4     1
   0.97654     1.00000    -0.00007     0.00109    -0.00123       4     4     1
   1.00000     1.00000     0.00265     0.00298     0.00298       4     4     1
ZONE T= "IEL     3",  I= 7,  J= 7,  SOLUTIONTIME=   0.80000,  DATAPACKING = POINT
   0.00000     0.50000    -0.02681    -0.01274    -0.02069       4     4     1
   0.02346     0.50000    -0.02544    -0.01388    -0.03126       4     4     1
   0.11538     0.50000    -0.00154    -0.00332    -0.01386       4     4     1
   0.25000     0.50000     0.03983     0.02764     0.04757       4     4     1
   0.38462     0.50000     0.15096     0.10892     0.11101       4     4     1
   0.47654     0.50000     0.39927     0.26546     0.25946       4     4     1
   0.50000     0.50000     0.50432     0.32912     0.33008       4     4     1
   0.00000     0.52346    -0.03693    -0.03603    -0.01851       4     4     1
   0.02346     0.52346    -0.00883    -0.00824    -0.00664       4     4     1
   0.11538     0.52346     0.01285     0.01388    -0.00067       4     4     1
   0.25000     0.52346     0.00243    -0.00086     0.00544       4     4     1
   0.38462     0.52346     0.20364     0.14607     0.15197       4     4     1
   0.47654     0.52346     0.54360     0.37661     0.38013       4     4     1
   0.50000     0.52346     0.65864     0.44900     0.45658       4     4     1
   0.00000     0.61538     0.00596    -0.00204     0.00753       4     4     1
   0.02346     0.61538     0.01517     0.00574     0.01789       4     4     1
   0.11538     0.61538    -0.01765    -0.01175    -0.00948       4     4     1
   0.25000     0.61538     0.09750     0.07139     0.05862       4     4     1
   0.38462     0.61538     0.57174     0.40323     0.40637       4     4     1
   0.47654     0.61538     0.88875     0.63547     0.64074       4     4     1
   0.50000     0.61538     0.92605     0.66738     0.66627       4     4     1
   0.00000     0.75000     0.06511     0.07098     0.03603       4     4     1
   0.02346     0.75000     0.01110     0.01331     0.00192       4     4     1
   0.11538     0.75000     0.08620     0.04791     0.06632       4     4     1
   0.25000     0.75000     0.58709     0.42291     0.41988       4     4     1
   0.38462     0.75000     0.91928     0.64760     0.64287       4     4     1
   0.47654     0.75000     0.76055     0.53819     0.53162       4     4     1
   0.50000     0.75000     0.64972     0.47028     0.45689       4     4     1
   0.00000     0.88462     0.09758     0.05723     0.08384       4     4     1
   0.02346     0.88462     0.16745     0.12054     0.12521       4     4     1
   0.11538     0.88462     0.57321     0.41603     0.39715       4     4     1
   0.25000     0.88462     0.92615     0.64676     0.65174       4     4     1
   0.38462     0.88462     0.59418     0.42331     0.42635       4     4     1
   0.47654     0.88462     0.19678     0.13464     0.14334       4     4     1
   0.50000     0.88462     0.12773     0.07347     0.09232       4     4     1
   0.00000     0.97654     0.35676     0.24639     0.23564       4     4     1
   0.02346     0.97654     0.53359     0.38292     0.36075       4     4     1
   0.11538     0.97654     0.92145     0.66215     0.65157       4     4     1
   0.25000     0.97654     0.76194     0.53015     0.55242       4     4     1
   0.38462     0.97654     0.19129     0.13737     0.12532       4     4     1
   0.47654     0.97654    -0.04158    -0.02888    -0.04081       4     4     1
   0.50000     0.97654    -0.03515    -0.03293    -0.02766       4     4     1
   0.00000     1.00000     0.49663     0.36679     0.30647       4     4     1
   0.02346     1.00000     0.67945     0.49133     0.44355       4     4     1
   0.11538     1.00000     0.96926     0.68545     0.69399       4     4     1
   0.25000     1.00000     0.64206     0.45117     0.48357       4     4     1
   0.38462     1.00000     0.11871     0.08354     0.05922       4     4     1
   0.47654     1.00000    -0.03127    -0.01952    -0.05046       4     4     1
   0.50000     1.00000    -0.01993    -0.01043    -0.02535       4     4     1
