TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I=11,  J=11,  SOLUTIONTIME=   0.53020,  DATAPACKING = POINT
   0.00000     0.00000    -0.00024    -0.00023    -0.00023       8     8     0
   0.00796     0.00000    -0.00007    -0.00005     0.00001       8     8     0
   0.04099     0.00000    -0.00005     0.00006     0.00004       8     8     0
   0.09666     0.00000     0.00040     0.00033     0.00044       8     8     0
   0.16894     0.00000     0.00041     0.00033     0.00042       8     8     0
   0.25000     0.00000    -0.00121    -0.00084    -0.00140       8     8     0
   0.33106     0.00000     0.00196     0.00134     0.00145       8     8     0
   0.40334     0.00000     0.01804     0.01278     0.01348       8     8     0
   0.45901     0.00000     0.05494     0.03881     0.03898       8     8     0
   0.49204     0.00000     0.09938     0.07018     0.07019       8     8     0
   0.50000     0.00000     0.11393     0.08050     0.08057       8     8     0
   0.00000     0.00796    -0.00007     0.00001    -0.00005       8     8     0
   0.00796     0.00796    -0.00004     0.00003     0.00003       8     8     0
   0.04099     0.00796    -0.00003     0.00006     0.00003       8     8     0
   0.09666     0.00796     0.00004     0.00004     0.00010       8     8     0
   0.16894     0.00796    -0.00007    -0.00006     0.00000       8     8     0
   0.25000     0.00796     0.00015     0.00014    -0.00007       8     8     0
   0.33106     0.00796     0.00303     0.00211     0.00224       8     8     0
   0.40334     0.00796     0.01901     0.01345     0.01352       8     8     0
   0.45901     0.00796     0.06247     0.04415     0.04402       8     8     0
   0.49204     0.00796     0.11464     0.08105     0.08111       8     8     0
   0.50000     0.00796     0.13130     0.09288     0.09300       8     8     0
   0.00000     0.04099    -0.00005     0.00004     0.00006       8     8     0
   0.00796     0.04099    -0.00003     0.00003     0.00006       8     8     0
   0.04099     0.04099    -0.00002    -0.00002    -0.00002       8     8     0
   0.09666     0.04099    -0.00008    -0.00011    -0.00003       8     8     0
   0.16894     0.04099     0.00002     0.00002     0.00007       8     8     0
   0.25000     0.04099     0.00102     0.00074     0.00067       8     8     0
   0.33106     0.04099     0.00679     0.00478     0.00490       8     8     0
   0.40334     0.04099     0.03897     0.02755     0.02749       8     8     0
   0.45901     0.04099     0.11542     0.08160     0.08142       8     8     0
   0.49204     0.04099     0.19673     0.13924     0.13901       8     8     0
   0.50000     0.04099     0.22109     0.15658     0.15626       8     8     0
   0.00000     0.09666     0.00040     0.00044     0.00033       8     8     0
   0.00796     0.09666     0.00004     0.00010     0.00004       8     8     0
   0.04099     0.09666    -0.00008    -0.00003    -0.00011       8     8     0
   0.09666     0.09666     0.00032     0.00022     0.00022       8     8     0
   0.16894     0.09666     0.00006     0.00001     0.00011       8     8     0
   0.25000     0.09666     0.00336     0.00245     0.00230       8     8     0
   0.33106     0.09666     0.02774     0.01952     0.01951       8     8     0
   0.40334     0.09666     0.11543     0.08170     0.08180       8     8     0
   0.45901     0.09666     0.27059     0.19127     0.19151       8     8     0
   0.49204     0.09666     0.40610     0.28721     0.28720       8     8     0
   0.50000     0.09666     0.44269     0.31333     0.31307       8     8     0
   0.00000     0.16894     0.00041     0.00042     0.00033       8     8     0
   0.00796     0.16894    -0.00007     0.00000    -0.00006       8     8     0
   0.04099     0.16894     0.00002     0.00007     0.00002       8     8     0
   0.09666     0.16894     0.00006     0.00011     0.00001       8     8     0
   0.16894     0.16894     0.00292     0.00197     0.00197       8     8     0
