TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I= 7,  J= 7,  SOLUTIONTIME=   0.20000,  DATAPACKING = POINT
   0.52346     0.97654     0.00021     0.00017     0.00011       4     4     1
   0.61538     0.97654    -0.00009    -0.00005    -0.00007       4     4     1
   0.75000     0.97654     0.00002     0.00001     0.00002       4     4     1
   0.88462     0.97654     0.00000     0.00001    -0.00000       4     4     1
   0.97654     0.97654    -0.00004    -0.00002    -0.00002       4     4     1
   1.00000     0.97654    -0.00001    -0.00002    -0.00000       4     4     1
   0.50000     1.00000    -0.00001    -0.00002     0.00009       4     4     1
   0.52346     1.00000    -0.00007    -0.00005    -0.00001       4     4     1
   0.61538     1.00000    -0.00008    -0.00004    -0.00009       4     4     1
   0.75000     1.00000     0.00005     0.00003     0.00004       4     4     1
   0.88462     1.00000    -0.00003    -0.00002    -0.00002       4     4     1
   0.97654     1.00000    -0.00001    -0.00000    -0.00002       4     4     1
   1.00000     1.00000     0.00005     0.00004     0.00004       4     4     1
ZONE T= "IEL     3",  I= 7,  J= 7,  SOLUTIONTIME=   0.20000,  DATAPACKING = POINT
   0.00000     0.50000     0.15178     0.12173     0.09523       4     4     1
   0.02346     0.50000     0.10571     0.08635     0.06799       4     4     1
   0.11538     0.50000     0.01791     0.01636     0.01394       4     4     1
   0.25000     0.50000     0.00881     0.00504     0.00595       4     4     1
   0.38462     0.50000     0.00137     0.00011     0.00179       4     4     1
   0.47654     0.50000    -0.00726    -0.00368    -0.00645       4     4     1
   0.50000     0.50000    -0.00452    -0.00091    -0.00696       4     4     1
   0.00000     0.52346     0.11148     0.08298     0.07542       4     4     1
   0.02346     0.52346     0.07901     0.05968     0.05458       4     4     1
   0.11538     0.52346     0.01549     0.01253     0.01237       4     4     1
   0.25000     0.52346     0.00566     0.00312     0.00397       4     4     1
   0.38462     0.52346    -0.00025    -0.00039     0.00014       4     4     1
   0.47654     0.52346    -0.00443    -0.00243    -0.00377       4     4     1
   0.50000     0.52346    -0.00175    -0.00056    -0.00300       4     4     1
   0.00000     0.61538     0.02333     0.00906     0.02250       4     4     1
   0.02346     0.61538     0.01823     0.00751     0.01713       4     4     1
   0.11538     0.61538     0.00575     0.00285     0.00485       4     4     1
   0.25000     0.61538    -0.00053    -0.00042    -0.00031       4     4     1
   0.38462     0.61538    -0.00159    -0.00065    -0.00140       4     4     1
   0.47654     0.61538     0.00053     0.00002     0.00071       4     4     1
   0.50000     0.61538     0.00182     0.00020     0.00219       4     4     1
   0.00000     0.75000    -0.00058     0.00175    -0.00250       4     4     1
   0.02346     0.75000    -0.00109     0.00079    -0.00224       4     4     1
   0.11538     0.75000    -0.00172    -0.00077    -0.00159       4     4     1
   0.25000     0.75000    -0.00049    -0.00019    -0.00056       4     4     1
   0.38462     0.75000     0.00060     0.00023     0.00056       4     4     1
   0.47654     0.75000     0.00002     0.00010    -0.00006       4     4     1
   0.50000     0.75000    -0.00038     0.00011    -0.00063       4     4     1
   0.00000     0.88462     0.00027    -0.00069     0.00132       4     4     1
   0.02346     0.88462     0.00027    -0.00025     0.00090       4     4     1
   0.11538     0.88462     0.00053     0.00045     0.00047       4     4     1
   0.25000     0.88462     0.00054     0.00018     0.00057       4     4     1
   0.38462     0.88462    -0.00019    -0.00006    -0.00018       4     4     1
   0.47654     0.88462    -0.00018    -0.00013    -0.00014       4     4     1
   0.50000     0.88462     0.00006    -0.00020     0.00019       4     4     1
   0.00000     0.97654     0.00056    -0.00036     0.00008       4     4     1
   0.02346     0.97654     0.00096    -0.00024     0.00062       4     4     1
   0.11538     0.97654     0.00093    -0.00003     0.00090       4     4     1
   0.25000     0.97654    -0.00042    -0.00014    -0.00040       4     4     1
   0.38462     0.97654    -0.00039    -0.00018    -0.00035       4     4     1
   0.47654     0.97654     0.00033     0.00012     0.00037       4     4     1
   0.50000     0.97654     0.00046     0.00026     0.00049       4     4     1
   0.00000     1.00000     0.00258     0.00489    -0.00267       4     4     1
   0.02346     1.00000     0.00181     0.00282    -0.00145       4     4     1
   0.11538     1.00000    -0.00030    -0.00066    -0.00023       4     4     1
   0.25000     1.00000    -0.00082    -0.00013    -0.00103       4     4     1
   0.38462     1.00000     0.00028     0.00004     0.00029       4     4     1
   0.47654     1.00000     0.00020     0.00017     0.00019       4     4     1
   0.50000     1.00000    -0.00017     0.00054    -0.00057       4     4     1
